model,girderName,L,D,w_oh,ts,S,Nb,n_bm1,n_bm2,n_bm3,n_bm4,n_r1,n_r2,n_r3,n_r4,sum_RY,d-G1,d-G2,d-G3,d-G4
Tx34-L_68-Nb_5-S_60-O_25-ts_100,Tx34,68.0,34.0,2.5,10.0,6.0,5.0,0.48658491926143316,0.3023455161473937,0.14410575259504044,0.04076969344719922,0.9619469209551128,0.039555118336365415,0.06553529986207993,0.0188890021828893,4.736322685516825e-05,0.1269950121641159,0.0736996233463287,0.0350669771432876,0.010100551880896
Tx34-L_68-Nb_5-S_60-O_30-ts_85,Tx34,68.0,34.0,3.0,8.5,6.0,5.0,0.5331473471737374,0.2978721885810766,0.12565761966541275,0.026578645382764207,1.0246987591903567,-0.01450082576974943,0.05698779296870441,-0.001734591315772969,5.2795355728108007e-05,0.1483631432056427,0.0793038830161094,0.0336687341332435,0.0073124668560922
Tx34-L_68-Nb_5-S_60-O_30-ts_100,Tx34,68.0,34.0,3.0,10.0,6.0,5.0,0.5074384371391558,0.29917250576677334,0.13782033953276174,0.035916056174279225,1.0167040441168338,-0.0033573536592344465,0.06249480842136545,0.012785126629987474,4.8950140936199205e-05,0.1284859478473663,0.0726966559886932,0.0335604920983314,0.0089904014021158
Tx34-L_68-Nb_5-S_90-O_15-ts_85,Tx34,68.0,34.0,1.5,8.5,9.0,5.0,0.576209126297117,0.31015563725465384,0.08865724120523473,0.00014981505010080288,0.8957988281242835,0.126071403952105,0.013883117675770143,-0.01843683579387312,5.0353949518466834e-05,0.1628167480230331,0.0727074965834617,0.0203724820166826,-9.126418753639235e-35
Tx34-L_68-Nb_5-S_90-O_15-ts_100,Tx34,68.0,34.0,1.5,10.0,9.0,5.0,0.5523894896189352,0.3152073241058609,0.10207417820061039,0.0008613041192458147,0.8912296645213459,0.12945674402563173,0.02344426413141507,-0.015438024184270736,5.5969183890169916e-05,0.1418283581733703,0.0675335228443145,0.0216210894286632,0.0001397549640387
Tx34-L_68-Nb_5-S_90-O_24-ts_85,Tx34,68.0,34.0,2.4166666666666665,8.5,9.0,5.0,0.6207801326407952,0.291718371539559,0.07285819456453227,0.00013178299812561546,0.9757125459551019,0.054701609891959914,0.009758535048533095,-0.024057904411745462,5.178827566965083e-05,0.1664837598800659,0.0678541958332061,0.0168522018939256,-1.1898754451375183e-34
Tx34-L_68-Nb_5-S_90-O_24-ts_100,Tx34,68.0,34.0,2.4166666666666665,10.0,9.0,5.0,0.593036043828822,0.3009964857264028,0.08749009695783082,0.00022782667395409618,0.9712741268374582,0.05892680089609256,0.01964021929571039,-0.02198916087429307,5.493158622016381e-05,0.1446482986211776,0.0640314742922782,0.0186685211956501,-1.087498152375551e-34
Tx34-L_68-Nb_5-S_90-O_33-ts_85,Tx34,68.0,34.0,3.3333333333333335,8.5,9.0,5.0,0.6642964965392609,0.27366057525929666,0.057150622657105375,0.00011234861591686513,1.0550901884182735,-0.01566320800779997,0.00526758979348154,-0.02989549704156615,5.413812920096461e-05,0.1705780923366546,0.063148908317089,0.0133626079186797,-1.4777569963075215e-34
Tx34-L_68-Nb_5-S_90-O_33-ts_100,Tx34,68.0,34.0,3.3333333333333335,10.0,9.0,5.0,0.6325771337941883,0.2872160647344877,0.07297450349619307,0.0002107867072608608,1.0503655790432773,-0.009822384105001334,0.015243946748609129,-0.02895444443644283,5.8471625308698094e-05,0.1479356288909912,0.0606802776455879,0.0157369226217269,-1.4310059558952623e-34
Tx34-L_68-Nb_5-S_90-O_42-ts_85,Tx34,68.0,34.0,4.25,8.5,9.0,5.0,0.7062062427906692,0.2563202494230937,0.04176086721449947,9.234879613602763e-05,1.1343800551461514,-0.08608040843283554,0.0009529284308930797,-0.03582106287336289,5.0353949518466834e-05,0.1749356091022491,0.058641318231821,0.0099537223577499,-1.7699511423771043e-34
Tx34-L_68-Nb_5-S_90-O_42-ts_100,Tx34,68.0,34.0,4.25,10.0,9.0,5.0,0.6703569780848155,0.2741717128025488,0.058804318050702666,0.00019342153652576077,1.129385454962332,-0.0786394042968121,0.011040917789226001,-0.03603555477363845,5.126947687017491e-05,0.1514667719602584,0.0575099103152751,0.0128820966929197,-1.7802037719625524e-34
Tx34-L_68-Nb_5-S_120-O_15-ts_85,Tx34,68.0,34.0,1.5,8.5,12.0,5.0,0.6595621395611795,0.27690657439424216,0.04041892391144403,2.1966355619665964e-05,0.9255059168191125,0.10847552849256029,-0.011911061904000122,-0.018670772776869255,4.803461357028027e-05,0.1751699149608612,0.0591994412243366,0.0078831082209944,-9.238381146723952e-35
Tx34-L_68-Nb_5-S_120-O_15-ts_100,Tx34,68.0,34.0,1.5,10.0,12.0,5.0,0.6345191032290196,0.28913808390980333,0.05328649888259867,9.505722239485619e-05,0.9212091567088219,0.11415123793648956,-0.0056084119011329215,-0.021326521929555548,5.51757268141273e-05,0.1531455367803573,0.0567436218261718,0.0100257648155093,-1.05433589553542e-34
Tx34-L_68-Nb_5-S_120-O_24-ts_85,Tx34,68.0,34.0,2.4166666666666665,8.5,12.0,5.0,0.7031492214527247,0.25051398500556665,0.02741232563795385,6.716155125877701e-06,0.9903303079036194,0.046190806669310476,-0.01404073199102737,-0.01999205106845827,5.34972600405581e-05,0.1789175420999527,0.0531339757144451,0.0052271345630288,-9.889299664054774e-35
Tx34-L_68-Nb_5-S_120-O_24-ts_100,Tx34,68.0,34.0,2.4166666666666665,10.0,12.0,5.0,0.6744470155703948,0.2679404916376173,0.04004517643451237,7.648898325983284e-05,0.9868497242639165,0.05220107852707221,-0.007977669210988563,-0.023832340016065493,5.776972098203714e-05,0.1561564803123474,0.0522217229008674,0.0075704935006797,-1.1778536047185863e-34
Tx34-L_68-Nb_5-S_120-O_33-ts_85,Tx34,68.0,34.0,3.3333333333333335,8.5,12.0,5.0,0.7460340253742591,0.22437233275645257,0.014471586198806185,-9.539295095328298e-06,1.0549258961388621,-0.015597433651182376,-0.016429186652675277,-0.02136681410843879,4.824823662374911e-05,0.1830560564994812,0.0471694432199001,0.0025865868665277,-1.0566394741621731e-34
Tx34-L_68-Nb_5-S_120-O_33-ts_100,Tx34,68.0,34.0,3.3333333333333335,10.0,12.0,5.0,0.713722390426188,0.24695984717396624,0.026801011029390327,5.663942823218508e-05,1.0520274586388643,-0.008778401094317425,-0.01081704442640449,-0.026436544979298704,5.22155217765885e-05,0.1595963686704635,0.0477898120880126,0.0051132021471858,-1.3062066823632111e-34
Tx34-L_68-Nb_5-S_120-O_42-ts_85,Tx34,68.0,34.0,4.25,8.5,12.0,5.0,0.7876507352934876,0.19892957035739564,0.001784867899364201,-2.6307349111498564e-05,1.119408547793222,-0.07732067871087564,-0.01873564417220468,-0.022800553265721647,5.010027211937995e-05,0.1874420493841171,0.0413768552243709,8.19281704025343e-05,-1.127237093478667e-34
Tx34-L_68-Nb_5-S_120-O_42-ts_100,Tx34,68.0,34.0,4.25,10.0,12.0,5.0,0.7516340830443814,0.22668567978643922,0.013821522221009705,3.641060341872808e-05,1.1171024816167534,-0.069707749310606,-0.01355774105295331,-0.029110739315234065,5.300897878157684e-05,0.1632621884346008,0.0435127802193164,0.0027078774292021,-1.4379936040035539e-34
Tx34-L_85-Nb_5-S_60-O_15-ts_85,Tx34,85.0,34.0,1.5,8.5,6.0,5.0,0.4040746943480043,0.30173718569756713,0.17240803921554834,0.07302820645899578,0.8164919117640528,0.12837653952195613,0.09261294232529356,0.05656185661760181,6.86034476302666e-05,0.3037747144699096,0.1993591040372848,0.1126261577010154,0.0473609268665313
Tx34-L_85-Nb_5-S_60-O_15-ts_100,Tx34,85.0,34.0,1.5,10.0,6.0,5.0,0.38628848904236684,0.2969813379467059,0.17830866205291387,0.08251935409451298,0.8157336397052298,0.13104779411754222,0.09865999540433283,0.07045732421869363,6.49413382802777e-05,0.2639484703540802,0.1786126345396042,0.1059005036950111,0.0485829301178455
Tx34-L_85-Nb_5-S_60-O_20-ts_85,Tx34,85.0,34.0,2.0,8.5,6.0,5.0,0.4232655132637906,0.29942138408280544,0.16731371395603686,0.06820344290651983,0.8679486213228351,0.08755253906242996,0.09131524586389754,0.05217306985289944,6.420891638470039e-05,0.3061408400535583,0.1972156316041946,0.1092250049114227,0.0444060713052749
Tx34-L_85-Nb_5-S_60-O_20-ts_100,Tx34,85.0,34.0,2.0,10.0,6.0,5.0,0.4039297347170932,0.2950447520182184,0.17392299884645832,0.07795820069197916,0.867015716911071,0.09059009650728048,0.09684493336389312,0.06822271369479836,6.445305700708559e-05,0.265466570854187,0.1769657284021377,0.1031986400485038,0.0460507124662399
Tx34-L_85-Nb_5-S_60-O_25-ts_85,Tx34,85.0,34.0,2.5,8.5,6.0,5.0,0.4422480276813071,0.29737843137231107,0.1622854440598471,0.06329990196073368,0.9178569852933833,0.04950050551466629,0.08958050321684011,0.04647547391999959,6.335442419924675e-05,0.3090360164642334,0.1952925473451614,0.1058842465281486,0.0413933135569095
Tx34-L_85-Nb_5-S_60-O_25-ts_100,Tx34,85.0,34.0,2.5,10.0,6.0,5.0,0.4213850519027771,0.2934894348325218,0.1696213725488839,0.07324316032289412,0.9161706801463259,0.05389258386944218,0.09455945542271847,0.06402194393377232,7.153313511309989e-05,0.2675828337669372,0.1755856722593307,0.1005631610751152,0.0434202551841735
Tx34-L_85-Nb_5-S_60-O_30-ts_85,Tx34,85.0,34.0,3.0,8.5,6.0,5.0,0.46056968858094643,0.29548228373678787,0.15738820069191561,0.058503794694301524,0.9677136029404023,0.011501421760101093,0.0879071116727238,0.040653610408974826,7.336418981651605e-05,0.3120706677436828,0.1934874951839447,0.1026386246085167,0.0384523347020149
Tx34-L_85-Nb_5-S_60-O_30-ts_100,Tx34,85.0,34.0,3.0,10.0,6.0,5.0,0.43814214532836926,0.292109619376929,0.16545687427899103,0.06861921568621962,0.9651479779404043,0.01747257869943455,0.09230043658080851,0.0595769990808347,6.0790947600253276e-05,0.2698680460453033,0.1743328869342804,0.0980182364583015,0.0408446118235588
Tx34-L_85-Nb_5-S_90-O_15-ts_85,Tx34,85.0,34.0,1.5,8.5,9.0,5.0,0.511388650518622,0.3235809919259234,0.1277262975777525,0.01627290080736876,0.853468198528729,0.14664770220576503,0.04426672219665576,-0.0028969310087293004,7.031243201538473e-05,0.3503084480762481,0.1863614618778228,0.0729560628533363,0.0092701241374015
Tx34-L_85-Nb_5-S_90-O_15-ts_100,Tx34,85.0,34.0,1.5,10.0,9.0,5.0,0.48799026528219325,0.3231069665510679,0.1399981314877773,0.02664735005764881,0.850626102940496,0.14669383042267675,0.05503891888782361,0.006291520421640187,6.561272495275716e-05,0.3035940825939178,0.1698235720396042,0.0730183869600296,0.0140465348958969
Tx34-L_85-Nb_5-S_90-O_24-ts_85,Tx34,85.0,34.0,2.4166666666666665,8.5,9.0,5.0,0.5473948788922957,0.3139537716260464,0.11546153402528249,0.010769788062275121,0.9252832720580834,0.08695210248154808,0.04013523092827671,-0.010297518382344703,6.445305697866388e-05,0.3562616109848022,0.1796776801347732,0.0662222728133201,0.0062797991558909
Tx34-L_85-Nb_5-S_90-O_24-ts_100,Tx34,85.0,34.0,2.4166666666666665,10.0,9.0,5.0,0.5205846366777842,0.3159979238751797,0.12939720876575575,0.0208752869088645,0.9227504595580853,0.0866691119025042,0.051774597885988,-0.0007296286190251516,6.329338903299231e-05,0.3079710900783539,0.1651278287172317,0.0676951184868812,0.0112507063895463
Tx34-L_85-Nb_5-S_90-O_33-ts_85,Tx34,85.0,34.0,3.3333333333333335,8.5,9.0,5.0,0.5823104036904223,0.3046985928486605,0.10329573241052867,0.005145977148208109,0.9962876838227325,0.02874310087313877,0.035625551470559735,-0.01820146197149279,6.274407262196746e-05,0.3630639612674713,0.1733177751302719,0.0595706328749656,0.0032040062360465
Tx34-L_85-Nb_5-S_90-O_33-ts_100,Tx34,85.0,34.0,3.3333333333333335,10.0,9.0,5.0,0.5520856747400428,0.30934618223735344,0.11889440599759808,0.01491385957322913,0.9935078124992052,0.02913976332718257,0.04794267003672636,-0.008668371582024315,7.254021521418963e-05,0.3132738769054413,0.1607823371887207,0.0624456480145454,0.0083345901221036
Tx34-L_85-Nb_5-S_90-O_42-ts_85,Tx34,85.0,34.0,4.25,8.5,9.0,5.0,0.6156527335635213,0.2959543483273296,0.0914140715108842,0.00020421136101483086,1.0672780330873815,-0.029638712086373347,0.031324557674607297,-0.026195484834537864,6.628411171050175e-05,0.3703020811080932,0.1673067212104797,0.0530971176922321,0.0001281004806514
Tx34-L_85-Nb_5-S_90-O_42-ts_100,Tx34,85.0,34.0,4.25,10.0,9.0,5.0,0.5819052825831561,0.30320747404820036,0.1086937370241345,0.008979316608989357,1.064270220587384,-0.02856264648435215,0.04431818704040572,-0.01674245749079543,5.59081350957058e-05,0.3189783096313476,0.1567535400390625,0.0573627203702926,0.0054243886843323
Tx34-L_85-Nb_5-S_120-O_15-ts_85,Tx34,85.0,34.0,1.5,8.5,12.0,5.0,0.5923460207607718,0.3111673587079402,0.08129102652819334,0.00012008742881334107,0.8859100183816442,0.14015932904400552,0.009802132640157602,-0.019919738051454652,6.817620150911807e-05,0.3796508014202118,0.1640015542507171,0.0419469624757766,-1.232846192144804e-34
Tx34-L_85-Nb_5-S_120-O_15-ts_100,Tx34,85.0,34.0,1.5,10.0,12.0,5.0,0.5666998385231914,0.31701061130309127,0.09619551326405222,0.00019850364042660015,0.8820155330875297,0.14224841452194503,0.019943449850627428,-0.017436336741713993,7.153313512731074e-05,0.3299636542797088,0.1529582291841507,0.0459288172423839,-1.0786605929915272e-34
Tx34-L_85-Nb_5-S_120-O_24-ts_85,Tx34,85.0,34.0,2.4166666666666665,8.5,12.0,5.0,0.62815607843087,0.29577019607819477,0.06875168396764973,0.00010737312572079069,0.9447745404404208,0.08835441176463521,0.005576657284002891,-0.02367205307902518,6.341545933707948e-05,0.3863821029663086,0.1549930870532989,0.0356978774070739,-1.4644068702310343e-34
Tx34-L_85-Nb_5-S_120-O_24-ts_100,Tx34,85.0,34.0,2.4166666666666665,10.0,12.0,5.0,0.5989874971160145,0.3053595847748422,0.08465284890419987,0.0001876842290223412,0.9415961397051291,0.08999486443007507,0.01651920668656767,-0.022029777975625758,6.915276404129145e-05,0.3351385593414306,0.1465337127447128,0.0407074950635433,-1.3620878930091276e-34
Tx34-L_85-Nb_5-S_120-O_33-ts_85,Tx34,85.0,34.0,3.3333333333333335,8.5,12.0,5.0,0.6633002076119261,0.2805611995384145,0.05621280276812112,9.383217993072077e-05,1.0032509191168446,0.0373569939108157,0.001011970071230808,-0.027578053193911763,6.054680702050064e-05,0.3938914835453033,0.1461865007877349,0.0294595919549465,-1.705420864703028e-34
Tx34-L_85-Nb_5-S_120-O_33-ts_100,Tx34,85.0,34.0,3.3333333333333335,10.0,12.0,5.0,0.6306618685116062,0.29390484429042235,0.07307054209913416,0.00017592848904253515,1.0004400735286114,0.03921542681522598,0.012542194680596584,-0.026928426585456397,6.213372107310988e-05,0.3411554992198944,0.140309453010559,0.0354741737246513,-1.6643070314280571e-34
Tx34-L_85-Nb_5-S_120-O_42-ts_85,Tx34,85.0,34.0,4.25,8.5,12.0,5.0,0.6972294809683004,0.2658506113031322,0.043891845444024864,8.006920415218509e-05,1.0616687499991506,-0.013687824563408167,-0.0034198256548685878,-0.03153957663140859,6.329338901878145e-05,0.4017938077449798,0.1376886665821075,0.0233449749648571,-1.949834953625901e-34
Tx34-L_85-Nb_5-S_120-O_42-ts_100,Tx34,85.0,34.0,4.25,10.0,12.0,5.0,0.6610397693189637,0.28294320645882787,0.06171886966546389,0.00016406862745084916,1.0592462316167996,-0.011631775620395107,0.008710397518375384,-0.03190394358912889,6.286614292605464e-05,0.3475255668163299,0.1343589425086975,0.0303559564054012,-1.9712438740789927e-34
Tx40-L_60-Nb_5-S_60-O_15-ts_85,Tx40,60.0,40.0,1.5,8.5,6.0,5.0,0.53794662036994,0.31420055555530424,0.11458976851842685,0.00865202980323382,0.8941992838534513,0.11826525065094703,0.03281103312171854,-0.010971549479157888,4.7363233242947445e-05,0.0728133469820022,0.0368399582803249,0.0132676204666495,0.0009629765991121
Tx40-L_60-Nb_5-S_60-O_15-ts_100,Tx40,60.0,40.0,1.5,10.0,6.0,5.0,0.5160589351847723,0.3169687268515983,0.12672552083323196,0.01624038483794997,0.88322506510346,0.12912639973948,0.04144266764319601,-0.0034198964436821595,4.547114339459313e-05,0.0642033666372299,0.0342303849756717,0.0135374078527092,0.0017498336965218
Tx40-L_60-Nb_5-S_60-O_20-ts_85,Tx40,60.0,40.0,2.0,8.5,6.0,5.0,0.5674990740736201,0.3053384953701261,0.10403987268510195,0.004293398437496565,0.9572113281242342,0.06409247233067789,0.02992067871091356,-0.017156459554022733,4.1198682460219516e-05,0.0740163475275039,0.0356021970510482,0.0120676988735795,0.0004599649400915
Tx40-L_60-Nb_5-S_60-O_20-ts_100,Tx40,60.0,40.0,2.0,10.0,6.0,5.0,0.5432524074069728,0.31013432870345564,0.11735541666657277,0.011574219473370369,0.9445636718742443,0.07821157226556243,0.037567781575490775,-0.009230417887362405,4.821772542840108e-05,0.0651027038693428,0.0333299674093723,0.0125526478514075,0.0012660356005653
Tx40-L_60-Nb_5-S_60-O_25-ts_85,Tx40,60.0,40.0,2.5,8.5,6.0,5.0,0.5969449537032261,0.2965292129627257,0.0934422569443697,0.0001953843632449247,1.0194255208325178,0.011430552164704398,0.026516499837218366,-0.023694812011699793,4.675288167277358e-05,0.0753299966454505,0.0343856550753116,0.0108652357012033,-1.031983824536786e-34
Tx40-L_60-Nb_5-S_60-O_25-ts_100,Tx40,60.0,40.0,2.5,10.0,6.0,5.0,0.5703075925921364,0.3034505092590165,0.10794280092583958,0.006767956452540882,1.0047042968741962,0.029481278483049333,0.033096584065728726,-0.015683858235664535,4.724116293175484e-05,0.0661320760846138,0.0324612818658351,0.0115662738680839,0.0007644369616173
Tx40-L_60-Nb_5-S_60-O_30-ts_85,Tx40,60.0,40.0,3.0,8.5,6.0,5.0,0.6257815740735734,0.28792787037014006,0.08296279513882253,0.00018600694444429565,1.0816291666658013,-0.041258199055956575,0.02318342692055437,-0.03031265462237158,5.407710044380565e-05,0.0766845420002937,0.0331997610628604,0.0096791442483663,-1.3196114505599123e-34
Tx40-L_60-Nb_5-S_60-O_30-ts_100,Tx40,60.0,40.0,3.0,10.0,6.0,5.0,0.5966587499995227,0.2970121527775402,0.09866327546288403,0.0019744473379613835,1.0647586588533147,-0.01913861083982844,0.028662349446591653,-0.022266571044904062,4.516596762016434e-05,0.0672107115387916,0.0316251628100872,0.0105959642678499,0.0002634520933497
Tx40-L_60-Nb_5-S_90-O_15-ts_85,Tx40,60.0,40.0,1.5,8.5,9.0,5.0,0.6504253240735537,0.28188055555533004,0.04861424768514629,-1.0901737919551464e-05,0.9370768880200836,0.0981600911457548,-0.009911329142244674,-0.021169964599592438,5.00335213331482e-05,0.0811395347118377,0.0287731513381004,0.0045736008323729,-9.219011318668677e-35
Tx40-L_60-Nb_5-S_90-O_15-ts_100,Tx40,60.0,40.0,1.5,10.0,9.0,5.0,0.6270597222217206,0.29383328703680195,0.06047592592587755,6.481802481186944e-05,0.9287937499992569,0.10830624186189251,-0.0031056152343725153,-0.023592087809225917,5.047602621743863e-05,0.0717981904745101,0.0277321301400661,0.0054544913582503,-1.026951239347328e-34
Tx40-L_60-Nb_5-S_90-O_25-ts_85,Tx40,60.0,40.0,2.5,8.5,9.0,5.0,0.7105240740735057,0.24789574074054244,0.0292555787036803,-3.110821759256771e-05,1.0338536458325063,0.005429829915360239,-0.012373552449534371,-0.024418794759095044,4.9194287939258174e-05,0.083887755870819,0.024947103112936,0.0026714906562119,-1.063049936177111e-34
Tx40-L_60-Nb_5-S_90-O_25-ts_100,Tx40,60.0,40.0,2.5,10.0,9.0,5.0,0.6823859722216763,0.26665319444423113,0.041023877314782,4.0060763888856845e-05,1.0246589843741802,0.01922551269529712,-0.006935671488438461,-0.028490946451800125,5.203242270113151e-05,0.0740114152431488,0.0248699095100164,0.0036998526193201,-1.239831314776951e-34
Tx40-L_60-Nb_5-S_90-O_35-ts_85,Tx40,60.0,40.0,3.5,8.5,9.0,5.0,0.7694784259253103,0.2144179398146433,0.010071325231473425,-5.322916666662408e-05,1.130322005207429,-0.08671272786451396,-0.015088599650053032,-0.027777030436175694,4.49866768406082e-05,0.0868521705269813,0.0212036687880754,0.0007919716299511,-1.2089282111423062e-34
Tx40-L_60-Nb_5-S_90-O_35-ts_100,Tx40,60.0,40.0,3.5,10.0,9.0,5.0,0.7364153703697812,0.24003349537017835,0.021705370370353007,1.3020833333322917e-05,1.1199307291657705,-0.06872243652338252,-0.011227262369782684,-0.03358213500973876,4.6783399255900804e-05,0.076471135020256,0.0220897886902093,0.0019600754603743,-1.4610464946322432e-34
Tx40-L_60-Nb_5-S_90-O_45-ts_85,Tx40,60.0,40.0,4.5,8.5,9.0,5.0,0.8268977777771163,0.18195162037022483,0.0001988106508606627,-7.68749999999385e-05,1.2266729166656853,-0.17881860351548193,-0.017669783528631695,-0.031241377766902084,4.505152671185897e-05,0.0899882242083549,0.0175796821713447,-7.748229113499985e-35,-1.3593922916081504e-34
Tx40-L_60-Nb_5-S_90-O_45-ts_100,Tx40,60.0,40.0,4.5,10.0,9.0,5.0,0.788648888888258,0.21448634259242103,0.0027918460648125817,-1.5347222222209944e-05,1.2150910156240278,-0.156651546223833,-0.015354294840482507,-0.03880074462887521,3.979487387084646e-05,0.0790951326489448,0.0194225460290908,0.000259832595475,-1.6877775439755251e-34
Tx40-L_60-Nb_5-S_120-O_15-ts_85,Tx40,60.0,40.0,1.5,8.5,12.0,5.0,0.7312398611105261,0.2286734722220393,0.007585749421290228,-6.736111111105723e-05,0.9626884114575631,0.07082952473952665,-0.022919553629538954,-0.011281768798819097,4.473490682954662e-05,0.0862002372741699,0.021139545366168,0.0001266250037588,-4.917699557736121e-35
Tx40-L_60-Nb_5-S_120-O_15-ts_100,Tx40,60.0,40.0,1.5,10.0,12.0,5.0,0.7081940277772113,0.2467045370368397,0.015503386863413524,-3.632523148145242e-05,0.9562211588534016,0.08194347330722611,-0.021242932128889253,-0.016178606160468827,4.262347189865068e-05,0.0766199305653572,0.0212452989071607,0.0009396403329446,-7.043984019437623e-35
Tx40-L_60-Nb_5-S_120-O_26-ts_85,Tx40,60.0,40.0,2.6666666666666665,8.5,12.0,5.0,0.797701111110473,0.17763032407393198,0.00015107973451955508,-7.256056043831001e-05,1.0537745442699904,-0.024145347086569225,-0.01972743530271859,-0.011144500732412958,5.1315259611328656e-05,0.0892073214054107,0.0159927569329738,-8.625834369547192e-35,-4.856762114260486e-35
Tx40-L_60-Nb_5-S_120-O_26-ts_100,Tx40,60.0,40.0,2.6666666666666665,10.0,12.0,5.0,0.7702013425919764,0.20372377314798518,0.0002969126157405032,-5.22511574073656e-05,1.0477572265616617,-0.010642888387035756,-0.02048914388019194,-0.016955411783840604,5.068583455880571e-05,0.079163946211338,0.0172172579914331,-8.950207673470535e-35,-7.380482478713074e-35
Tx40-L_60-Nb_5-S_120-O_38-ts_85,Tx40,60.0,40.0,3.8333333333333335,8.5,12.0,5.0,0.8627849999993098,0.1273701851850833,3.6710295500549336e-05,-7.915497956446215e-05,1.144682421874084,-0.11879680175771745,-0.016670847574856453,-0.011057278442373966,4.79201790497541e-05,0.0924748629331588,0.0109459711238741,-7.299305639827921e-35,-4.817370426127219e-35
Tx40-L_60-Nb_5-S_120-O_38-ts_100,Tx40,60.0,40.0,3.8333333333333335,10.0,12.0,5.0,0.8307862037030391,0.16149729166653748,0.00017751713505483486,-6.98929398147589e-05,1.1389608072907553,-0.10258563639314709,-0.020032509358707932,-0.017795314534490972,4.8328351645920975e-05,0.0819936320185661,0.0132785141468048,-8.753843867641816e-35,-7.74423254750156e-35
Tx40-L_60-Nb_5-S_120-O_50-ts_85,Tx40,60.0,40.0,5.0,8.5,12.0,5.0,0.9262899074066664,0.0784379456017891,-7.647569444438327e-05,-8.697771990733782e-05,1.2354089843740117,-0.21325522460920437,-0.013579216512033407,-0.011049708048493765,4.360957113647146e-05,0.0959876254200935,0.0060342382639646,-5.957536235549377e-35,-4.812413892208017e-35
Tx40-L_60-Nb_5-S_120-O_50-ts_100,Tx40,60.0,40.0,5.0,10.0,12.0,5.0,0.8896005555548439,0.12063645833323683,5.952731662321627e-05,-8.866841634107491e-05,1.2299783854156827,-0.1943346191404695,-0.019517923990869802,-0.01873197428383918,4.9407910985621584e-05,0.0850485041737556,0.0094648711383342,-8.532333781049488e-35,-8.149880839496575e-35
Tx40-L_80-Nb_5-S_60-O_15-ts_85,Tx40,80.0,40.0,1.5,8.5,6.0,5.0,0.45999843749963193,0.31676968749974654,0.1565607682290414,0.04428767252600623,0.8379928710930796,0.13667353515614067,0.07503503417962747,0.026819445800759793,6.616204537124304e-05,0.1942736953496933,0.1175745278596878,0.0576061457395553,0.0162753816694021
Tx40-L_80-Nb_5-S_60-O_15-ts_100,Tx40,80.0,40.0,1.5,10.0,6.0,5.0,0.43960567708298165,0.3140247135414154,0.16540843749986767,0.05423802083328994,0.8308756835930852,0.1433796386717603,0.08310452880852726,0.04005984802242889,6.82372406970444e-05,0.1704404503107071,0.1071245521306991,0.0558462925255298,0.0182689968496561
Tx40-L_80-Nb_5-S_60-O_20-ts_85,Tx40,80.0,40.0,2.0,8.5,6.0,5.0,0.4825605729162806,0.31319106770808275,0.14984989583321345,0.039290585937468564,0.892412109374286,0.09329366455070662,0.07301954345697284,0.020996064758283983,6.811517035032466e-05,0.1963608264923095,0.1158107668161392,0.0551364719867706,0.0145466206595301
Tx40-L_80-Nb_5-S_60-O_20-ts_100,Tx40,80.0,40.0,2.0,10.0,6.0,5.0,0.4603146354162984,0.3112594270830843,0.15971446614570556,0.04940643229162714,0.8842535156242924,0.1016564086913249,0.08047535400384187,0.03596582641598685,6.0424740667031074e-05,0.1718844473361969,0.1058294624090194,0.0538949444890022,0.016749994829297
Tx40-L_80-Nb_5-S_60-O_25-ts_85,Tx40,80.0,40.0,2.5,8.5,6.0,5.0,0.5049601041662626,0.3098086979164188,0.1431627083332188,0.03422229166663929,0.9455694335929934,0.05219814453120824,0.07054673461908419,0.014232716369617518,6.603997506715586e-05,0.1987450122833252,0.1141473278403282,0.0526850633323192,0.0127858724445104
Tx40-L_80-Nb_5-S_60-O_25-ts_100,Tx40,80.0,40.0,2.5,10.0,6.0,5.0,0.4808695833329486,0.3088079166664196,0.1540632682290434,0.044427197265589455,0.9358628906242513,0.06307123413080891,0.0773617431640006,0.03039142456052256,5.822747506556425e-05,0.1736767292022705,0.1046683713793754,0.051967617124319,0.0151742389425635
Tx40-L_80-Nb_5-S_60-O_30-ts_85,Tx40,80.0,40.0,3.0,8.5,6.0,5.0,0.5267243229162453,0.30657489583308806,0.13659640624989072,0.029241210937476607,0.9987081054679511,0.01110679626463955,0.06814340820307048,0.007350209045404276,6.0485775833285516e-05,0.2012105286121368,0.1125509738922119,0.0502834357321262,0.0110568292438983
Tx40-L_80-Nb_5-S_60-O_30-ts_100,Tx40,80.0,40.0,3.0,10.0,6.0,5.0,0.5007325520829328,0.30653893229142143,0.14854187499988117,0.039517548828093385,0.9873474609367101,0.024681393432597443,0.07428212890619057,0.024603292846660005,6.738274849737991e-05,0.1755730211734771,0.1035821735858917,0.0500888004899024,0.013621081598103
Tx40-L_80-Nb_5-S_90-O_15-ts_85,Tx40,80.0,40.0,1.5,8.5,9.0,5.0,0.5691983854162113,0.3202599218747438,0.09989074218742008,0.00012185872395823583,0.8830453124992935,0.13812896728504573,0.022540750122052276,-0.0179420791625833,6.50634125634042e-05,0.2201461493968963,0.1039844080805778,0.0320374518632888,-1.0428123774775152e-34
