model,girderName,L,D,w_oh,ts,S,Nb,n_bm1,n_bm2,n_bm3,n_bm4,n_r1,n_r2,n_r3,n_r4,sum_RY,d-G1,d-G2,d-G3,d-G4
Tx28-L_42-Nb_4-S_60-O_15-ts_85,Tx28,42.0,28.0,1.5,8.5,6.0,4.0,0.5540595238090805,0.2934206821615188,0.08009504913069934,0.0005202321162835975,0.92550548735045,0.08699351283475183,0.02659638613744152,-0.039094549269872,3.51562164055963e-05,0.037369679659605,0.0167300831526517,0.004556989762932,-1.193530268295866e-34
Tx28-L_42-Nb_4-S_60-O_15-ts_100,Tx28,42.0,28.0,1.5,10.0,6.0,4.0,0.534036564625423,0.29824884259235396,0.0912742110732452,0.0008894646400219641,0.9238534226183086,0.09314442661822905,0.03618508475164516,-0.053182094028975314,3.527828670968347e-05,0.032402615994215,0.0153375221416354,0.0047011533752083,-1.624839464216088e-34
Tx28-L_42-Nb_4-S_60-O_20-ts_85,Tx28,42.0,28.0,2.0,8.5,6.0,4.0,0.5860169595611335,0.2791875472408953,0.06951993575202299,0.0004484599395310093,0.9935684523801575,0.023006279354985313,0.02483706810358876,-0.04141107759018264,3.0334439045986983e-05,0.0378978438675403,0.0158155150711536,0.0039782226085662,-1.2636753682050414e-34
Tx28-L_42-Nb_4-S_60-O_20-ts_100,Tx28,42.0,28.0,2.0,10.0,6.0,4.0,0.5638020597123229,0.2865410997730134,0.08104270597121255,0.0008029980764000567,0.9916915922611114,0.03100124976746032,0.03352723330540472,-0.05621928478418121,3.515621639138544e-05,0.0327989384531974,0.0146514186635613,0.0041986443102359,-1.7167848185863582e-34
Tx28-L_42-Nb_4-S_60-O_25-ts_85,Tx28,42.0,28.0,2.5,8.5,6.0,4.0,0.6177043650788708,0.265168461828964,0.05897752503774571,0.000379073162467809,1.0609843749991512,-0.03960726783385968,0.02220893496557003,-0.043585176013730006,3.637691952462774e-05,0.0385209284722805,0.0149244731292128,0.0034000456798821,-1.3297658161644716e-34
Tx28-L_42-Nb_4-S_60-O_25-ts_100,Tx28,42.0,28.0,2.5,10.0,6.0,4.0,0.5933167517002056,0.27513128306856294,0.07081734221460699,0.0007182547063958728,1.0585422247015341,-0.02905692254926991,0.029574076334611756,-0.059058628627184896,3.161617733837829e-05,0.0332987084984779,0.013992010615766,0.0036945561878383,-1.803068055441008e-34
Tx28-L_42-Nb_4-S_60-O_30-ts_85,Tx28,42.0,28.0,3.0,8.5,6.0,4.0,0.6485828136805091,0.2516175595236082,0.04861451837675627,0.00031062216553263126,1.1282775297610022,-0.10209301757804332,0.019549679710735852,-0.04573346237905568,3.063961483462663e-05,0.0391963832080364,0.0140647403895854,0.002832026220858,-1.3950778434995928e-34
Tx28-L_42-Nb_4-S_60-O_30-ts_100,Tx28,42.0,28.0,3.0,10.0,6.0,4.0,0.6219481292512031,0.264224985827453,0.06078527730531796,0.0006348025321234529,1.1252111235110045,-0.08885209728415511,0.02550428118022513,-0.061862583705307644,3.0395474219346852e-05,0.0338511914014816,0.013362499885261,0.00319992355071,-1.8882582203026363e-34
Tx28-L_42-Nb_4-S_90-O_15-ts_85,Tx28,42.0,28.0,1.5,8.5,9.0,4.0,0.6746672335595509,0.24687830687810935,0.016784822609585966,-3.0188458847056348e-05,0.9548488653266171,0.07243932524175752,-0.016502852666932483,-0.010784602573931105,3.091427304013905e-05,0.0418967008590698,0.0120859490707516,0.0006791758933104,-3.280356748115309e-35
Tx28-L_42-Nb_4-S_90-O_15-ts_100,Tx28,42.0,28.0,1.5,10.0,9.0,4.0,0.6518951719571504,0.2599038879438586,0.026449971655307637,9.554543931280149e-05,0.9544481026778079,0.0765703008741947,-0.012922969273148142,-0.018094685872381357,3.341671445866723e-05,0.0363880544900894,0.0115449288859963,0.0011051312321797,-5.514684236117058e-35
Tx28-L_42-Nb_4-S_90-O_21-ts_85,Tx28,42.0,28.0,2.1666666666666665,8.5,9.0,4.0,0.7162592120175676,0.21612679516233652,0.008415942548887825,-5.935329861106363e-05,1.0208387276777549,0.003948508126391931,-0.014118733723947037,-0.010667739141546525,3.21044585831487e-05,0.0425825119018554,0.0104475123807787,0.0002820942027028,-3.2428964752606126e-35
Tx28-L_42-Nb_4-S_90-O_21-ts_100,Tx28,42.0,28.0,2.1666666666666665,10.0,9.0,4.0,0.690986300075033,0.23364129818575413,0.016852353788724232,4.382499527585307e-05,1.0218856956837064,0.008015103294729452,-0.01192390369232677,-0.017975984119219253,3.826900936587663e-05,0.0369490645825862,0.0102731119841337,0.0006944073247723,-5.475633487263275e-35
Tx28-L_42-Nb_4-S_90-O_28-ts_85,Tx28,42.0,28.0,2.8333333333333335,8.5,9.0,4.0,0.7573612528338611,0.1857634400981129,0.0003706853265391734,-8.679508315906226e-05,1.0866091889872258,-0.0640567510695172,-0.012078241984039813,-0.010473460606157916,3.088375545701183e-05,0.0434018783271312,0.0088377697393298,-3.7305156961966246e-35,-3.1834427490197806e-35
Tx28-L_42-Nb_4-S_90-O_28-ts_100,Tx28,42.0,28.0,2.8333333333333335,10.0,9.0,4.0,0.7296699735443898,0.20773327664382474,0.007087688373955024,-6.0271640123014895e-06,1.0889085751479384,-0.05963074311751182,-0.011518809727250829,-0.01775821504137344,3.225704647746852e-05,0.0376507267355918,0.0090268747881054,0.000274637248367,-5.408477058782191e-35
Tx28-L_42-Nb_4-S_90-O_35-ts_85,Tx28,42.0,28.0,3.5,8.5,9.0,4.0,0.7974889455775933,0.1562700066136316,0.00023633993527947834,-0.00011219396612802815,1.1522038690466971,-0.13186402529751354,-0.010086344401033598,-0.010252718970880934,3.277584530536615e-05,0.0443190261721611,0.0072742807678878,-3.1198280138452146e-35,-3.116568427703457e-35
Tx28-L_42-Nb_4-S_90-O_35-ts_100,Tx28,42.0,28.0,3.5,10.0,9.0,4.0,0.767295068026597,0.18270427059698155,0.0004735123107398895,-5.30665391156038e-05,1.1557434895824088,-0.12704106212787455,-0.011179035005106384,-0.01752263387042869,3.186031795365807e-05,0.0384419970214366,0.0078222081065177,-3.4541221342269504e-35,-5.336300672492372e-35
Tx28-L_42-Nb_4-S_120-O_15-ts_85,Tx28,42.0,28.0,1.5,8.5,12.0,4.0,0.755671815947997,0.18539224300816612,0.000282748429232578,-9.555310907449955e-05,0.9741925223206492,0.04919535900293683,-0.021285012381400382,-0.002102110544838813,3.182598567974537e-05,0.0445244759321212,0.0081028053537011,-6.521599610473227e-35,-6.353183211533901e-36
Tx28-L_42-Nb_4-S_120-O_15-ts_100,Tx28,42.0,28.0,1.5,10.0,12.0,4.0,0.733123913453684,0.2033114606952266,0.00047411251284329984,-7.043337083091492e-05,0.9739161086301732,0.05390908668150449,-0.022713935488728108,-0.0051104220435692,3.518673398161809e-05,0.0388171710073947,0.0081540467217564,-6.958912207571666e-35,-1.5534127712594353e-35
Tx28-L_42-Nb_4-S_120-O_21-ts_85,Tx28,42.0,28.0,2.1666666666666665,8.5,12.0,4.0,0.7931376606191689,0.15055712632263085,0.00017658665571249098,-9.222813474340694e-05,1.025176339284894,-0.00747095162527304,-0.01547499738419521,-0.0022295670282255226,3.457638241144423e-05,0.0450297445058822,0.0064113391563296,-4.747907204777016e-35,-6.736125751075704e-36
Tx28-L_42-Nb_4-S_120-O_21-ts_100,Tx28,42.0,28.0,2.1666666666666665,10.0,12.0,4.0,0.76919973544912,0.17189375472397433,0.00034980276832927414,-7.785816149370189e-05,1.0270705915170355,-0.004168506440658868,-0.017924268450041466,-0.004976983206608742,3.503414608019284e-05,0.0392726846039295,0.0067716781049966,-5.495733981484857e-35,-1.5119920926329263e-35
Tx28-L_42-Nb_4-S_120-O_28-ts_85,Tx28,42.0,28.0,2.8333333333333335,8.5,12.0,4.0,0.8301811224483153,0.11611928382454807,6.98718289398534e-05,-8.841612477774837e-05,1.0761002604158056,-0.06396252441401133,-0.009817411150243262,-0.002319463275725916,3.6048855555748105e-05,0.0456665270030498,0.0047409869730472,-3.020591724640592e-35,-7.011471527431401e-36
Tx28-L_42-Nb_4-S_120-O_28-ts_100,Tx28,42.0,28.0,2.8333333333333335,10.0,12.0,4.0,0.8050006613750174,0.14076915627350794,0.00022513640872997862,-8.46826577852686e-05,1.0800819382431834,-0.0618746105375249,-0.01341384306407037,-0.004792668660477937,3.436275936508082e-05,0.0398643687367439,0.005404895171523,-4.117612070024024e-35,-1.4558196199712262e-35
Tx28-L_42-Nb_4-S_120-O_35-ts_85,Tx28,42.0,28.0,3.5,8.5,12.0,4.0,0.866444349961514,0.0825067259542046,-3.6729692962224956e-05,-8.407590466735527e-05,1.1268834635407652,-0.12026847330719545,-0.004218923659548336,-0.0023953003656277338,3.1951870688828876e-05,0.0464073419570922,0.0031076290179044,-1.3112628003985597e-35,-7.248087118212093e-36
Tx28-L_42-Nb_4-S_120-O_35-ts_100,Tx28,42.0,28.0,3.5,10.0,12.0,4.0,0.8399969765677331,0.11045914824254202,0.00010089150541936134,-9.055089049501448e-05,1.1329456845229031,-0.11937090773799974,-0.008974663144059042,-0.004599315461654617,3.352352597829622e-05,0.040549773722887,0.0040708798915147,-2.7612049486156745e-35,-1.397192843674704e-35
Tx28-L_56-Nb_4-S_60-O_15-ts_85,Tx28,56.0,28.0,1.5,8.5,6.0,4.0,0.47459704506764755,0.307777051445332,0.1304682849701337,0.020918832376683943,0.8764095284591203,0.10914500209254661,0.08433128138944146,-0.06988500104626105,4.5165970824712076e-05,0.0999573543667793,0.055857066065073,0.0235606357455253,0.0023406706750392
Tx28-L_56-Nb_4-S_60-O_15-ts_100,Tx28,56.0,28.0,1.5,10.0,6.0,4.0,0.4564624787411314,0.3076593590558763,0.14064907525498951,0.029115347310776026,0.8782862025662617,0.11275692313049016,0.09720415387827044,-0.08824654715394725,4.1015580201531066e-05,0.0862898454070091,0.050226803869009,0.0228072088211774,0.0035791699774563
Tx28-L_56-Nb_4-S_60-O_20-ts_85,Tx28,56.0,28.0,2.0,8.5,6.0,4.0,0.49947751913225347,0.30067168898785473,0.12159762967677347,0.014703638193546911,0.9367876674099649,0.05659775216234311,0.0827531738280588,-0.07613786969859981,4.052729895676066e-05,0.1008647158741951,0.0543453618884086,0.0220247190445661,0.0015301795210689
Tx28-L_56-Nb_4-S_60-O_20-ts_100,Tx28,56.0,28.0,2.0,10.0,6.0,4.0,0.47945535714247356,0.3017351456205069,0.13245240752540424,0.022852250079701104,0.9387008231019276,0.06071259416847822,0.09643862479065946,-0.09585123116621797,4.541011144709728e-05,0.0868960097432136,0.0490814894437789,0.0215308628976345,0.002790625905618
Tx28-L_56-Nb_4-S_60-O_25-ts_85,Tx28,56.0,28.0,2.5,8.5,6.0,4.0,0.524135894982574,0.293873538477656,0.1128181335033111,0.007837777689194409,0.9961396484367031,0.006344425746367692,0.07963949148989165,-0.08212282889223342,4.125972082391627e-05,0.1020064651966095,0.0529147870838642,0.0205037128180265,0.0006569075630977
Tx28-L_56-Nb_4-S_60-O_25-ts_100,Tx28,56.0,28.0,2.5,10.0,6.0,4.0,0.5022716836730676,0.2962260841834365,0.12430172459598898,0.015700040856173665,0.9976496930795591,0.011919267926887786,0.09348639787938949,-0.10305457414891309,4.370112708329543e-05,0.0877607837319374,0.0480283424258232,0.0202599521726369,0.0019073206931352
Tx28-L_56-Nb_4-S_60-O_30-ts_85,Tx28,56.0,28.0,3.0,8.5,6.0,4.0,0.5480010629247317,0.287408668154532,0.10428773384345398,0.0009805484693869706,1.055388950892013,-0.04377737862719712,0.07647157505574238,-0.08808242361879114,4.052729895676066e-05,0.1032436192035675,0.0515559427440166,0.0190292596817016,-3.5864690802023012e-34
Tx28-L_56-Nb_4-S_60-O_30-ts_100,Tx28,56.0,28.0,3.0,10.0,6.0,4.0,0.5242519664111451,0.29108224383480114,0.11639830463426062,0.008336880846081765,1.0564107840393335,-0.036546742030523216,0.09033860560818667,-0.1102017473492422,5.041499426994278e-05,0.0887273326516151,0.0470454357564449,0.019030200317502,0.0010342691093683
Tx28-L_56-Nb_4-S_90-O_15-ts_85,Tx28,56.0,28.0,1.5,8.5,9.0,4.0,0.5929801232988453,0.29826230335860493,0.06178494366491656,0.0003299672652261391,0.9079664481019522,0.11311794607970863,0.010822935921796588,-0.03190656825471778,4.3029740361077984e-05,0.1141129434108734,0.0468420460820198,0.0096222991123795,-1.2980811924575223e-34
Tx28-L_56-Nb_4-S_90-O_15-ts_100,Tx28,56.0,28.0,1.5,10.0,9.0,4.0,0.5694806016151907,0.30464344175145697,0.07524928252545,0.0005845232593765253,0.9090857282358799,0.11398683384477488,0.02229694911410047,-0.04536866978232978,4.724116613630258e-05,0.0983176752924919,0.043181475251913,0.0106868743896484,-1.8472041948945383e-34
Tx28-L_56-Nb_4-S_90-O_21-ts_85,Tx28,56.0,28.0,2.1666666666666665,8.5,9.0,4.0,0.6263350871593629,0.2810940157310676,0.05177895806756062,0.0002717218723424697,0.9674556361599403,0.05750869750971962,0.008272786821631215,-0.03323640659874573,3.997798253152496e-05,0.1155177354812622,0.043901152908802,0.0081302160397171,-1.3514588526838021e-34
Tx28-L_56-Nb_4-S_90-O_21-ts_100,Tx28,56.0,28.0,2.1666666666666665,10.0,9.0,4.0,0.6001694302716287,0.29077075361371296,0.06538113839280484,0.0005125007369887215,0.9696732003340457,0.05776023646758772,0.02004001508438687,-0.04747269548684818,4.248042394294771e-05,0.0993762910366058,0.0410029180347919,0.0093748793005943,-1.931777110427615e-34
Tx28-L_56-Nb_4-S_90-O_28-ts_85,Tx28,56.0,28.0,2.8333333333333335,8.5,9.0,4.0,0.6593001700674997,0.26414976615625124,0.0417128009406554,0.00021574059311207228,1.0265177873875717,0.002885018484930728,0.005062036786756554,-0.03446412440705949,4.0222123168121016e-05,0.1172277554869651,0.0410290546715259,0.0066250693053007,-1.401138412274169e-34
Tx28-L_56-Nb_4-S_90-O_28-ts_100,Tx28,56.0,28.0,2.8333333333333335,10.0,9.0,4.0,0.6305562818872507,0.2771582429844721,0.05541461389238764,0.00044314346832447545,1.0295046735482836,0.003251940046035345,0.016658630371080424,-0.04941439383366583,4.748530676579321e-05,0.1007605120539665,0.0388958044350147,0.0080429101362824,-2.010400922519577e-34
Tx28-L_56-Nb_4-S_90-O_35-ts_85,Tx28,56.0,28.0,3.5,8.5,9.0,4.0,0.6912849702375421,0.24775914115626438,0.0317647314785035,0.00016167237158522358,1.08544642857056,-0.051635986328083694,0.0018585150582434908,-0.035668188912499364,4.3151810672270585e-05,0.1191077157855033,0.0382580198347568,0.0051382016390562,-1.4499392209606748e-34
Tx28-L_56-Nb_4-S_90-O_35-ts_100,Tx28,56.0,28.0,3.5,10.0,9.0,4.0,0.6598890837579754,0.2641106505099928,0.04558745216833088,0.0003763147470899413,1.0891918247759145,-0.051099539620494835,0.013235415867386175,-0.051327039446108495,3.70482950557971e-05,0.1023026779294014,0.0368801392614841,0.0067292382009327,-2.087852913680564e-34
Tx28-L_56-Nb_4-S_120-O_15-ts_85,Tx28,56.0,28.0,1.5,8.5,12.0,4.0,0.6774765093531995,0.25968287627530245,0.018174555564398728,5.08717647214729e-05,0.9341633649546097,0.09607106236041421,-0.016725080217620546,-0.013508659362782161,3.857417394925733e-05,0.1225633546710014,0.0370201393961906,0.0022684128489345,-5.490821930384106e-35
Tx28-L_56-Nb_4-S_120-O_15-ts_100,Tx28,56.0,28.0,1.5,10.0,12.0,4.0,0.6524420705777093,0.2725445897106663,0.030208266900486037,0.00016733265571840356,0.9341870814724669,0.09892791748038961,-0.011348275320861457,-0.02176591709680178,4.510493566556306e-05,0.1059097126126289,0.0352501980960369,0.00379228615202,-8.855084466550088e-35
Tx28-L_56-Nb_4-S_120-O_21-ts_85,Tx28,56.0,28.0,2.1666666666666665,8.5,12.0,4.0,0.7094107142851468,0.23687404336715742,0.011431782625150294,2.339149007989997e-05,0.9813949497760006,0.048670671735452135,-0.0167939038957734,-0.013270882742734918,4.67834024746594e-05,0.1239259615540504,0.0335639305412769,0.0013401967007666,-5.390268949753318e-35
Tx28-L_56-Nb_4-S_120-O_21-ts_100,Tx28,56.0,28.0,2.1666666666666665,10.0,12.0,4.0,0.6820888073974135,0.25343160076510335,0.022689092726916375,0.00012621743338438562,0.9828938337045708,0.05065357317239251,-0.011838058471670217,-0.021708615984218124,4.101558018732021e-05,0.1070087030529975,0.0326105393469333,0.002866189694032,-8.826658510629936e-35
Tx28-L_56-Nb_4-S_120-O_28-ts_85,Tx28,56.0,28.0,2.8333333333333335,8.5,12.0,4.0,0.7411364264449853,0.21416507227874024,0.0045482850366672795,-2.75364051870528e-06,1.0284997907357845,0.0016500723702553765,-0.01716998726979653,-0.012979086739665956,4.428096107034207e-05,0.1255702823400497,0.030144453048706,0.000389607361285,-5.270068338691378e-35
Tx28-L_56-Nb_4-S_120-O_28-ts_100,Tx28,56.0,28.0,2.8333333333333335,10.0,12.0,4.0,0.7116591198973898,0.23436987138586693,0.014977220184936997,8.656362935792393e-05,1.0312995256688178,0.00315715462820618,-0.012880595615921614,-0.021575238909022916,4.736323645460061e-05,0.1084064692258834,0.0300017483532428,0.0019109240965917,-8.770543578646296e-35
Tx28-L_56-Nb_4-S_120-O_35-ts_85,Tx28,56.0,28.0,3.5,8.5,12.0,4.0,0.7721197916660489,0.19198921130937022,0.0003603540537305791,-2.737476063421226e-05,1.0754877232134252,-0.04524874441960666,-0.01756337193078952,-0.012674776349738744,4.6264603632550916e-05,0.1273794472217559,0.0268102791160345,-7.213245448434564e-35,-5.145711023484587e-35
Tx28-L_56-Nb_4-S_120-O_35-ts_100,Tx28,56.0,28.0,3.5,10.0,12.0,4.0,0.7404494579075709,0.21583355920475933,0.00729273042224119,4.893607833754589e-05,1.079585379463422,-0.04419287981302268,-0.01395923941474888,-0.02143254307336455,4.0161088008972e-05,0.1099550798535347,0.0274678710848093,0.0009583502542227,-8.711179965986071e-35
Tx28-L_70-Nb_4-S_60-O_15-ts_85,Tx28,70.0,28.0,1.5,8.5,6.0,4.0,0.41626414965953096,0.30490163265281733,0.1651755272107522,0.059447261904714346,0.8419518415171835,0.11650648716508535,0.13451515066953523,-0.09297278180796133,4.9804631501615404e-05,0.2135013937950134,0.1359674036502838,0.0726527944207191,0.0244465004652738
Tx28-L_70-Nb_4-S_60-O_15-ts_100,Tx28,70.0,28.0,1.5,10.0,6.0,4.0,0.4007997619044413,0.3025371088432954,0.17321809523795667,0.06904640731286994,0.8477578683028931,0.11869199218740505,0.1468787806918468,-0.1133278738838379,5.3222600257640806e-05,0.1842864751815796,0.1212055161595344,0.0683275461196899,0.0262039937078952
Tx28-L_70-Nb_4-S_60-O_20-ts_85,Tx28,70.0,28.0,2.0,8.5,6.0,4.0,0.436442006802372,0.3005134013603038,0.15779729591824113,0.05330683248295055,0.8969629464278538,0.07053874162940785,0.13513180803560618,-0.10263277762268574,5.0781193991156215e-05,0.2147280126810073,0.1335876435041427,0.0694572031497955,0.0216585956513881
Tx28-L_70-Nb_4-S_60-O_20-ts_100,Tx28,70.0,28.0,2.0,10.0,6.0,4.0,0.41937044217653524,0.2986041156460196,0.1664579591835403,0.06342545918362273,0.9031966517849916,0.0722323939731565,0.14920962611595204,-0.12463782087043601,6.054681897182945e-05,0.1849504560232162,0.1193026900291442,0.0656831637024879,0.0237371791154146
Tx28-L_70-Nb_4-S_60-O_25-ts_85,Tx28,70.0,28.0,2.5,8.5,6.0,4.0,0.4564437414962335,0.29652241496574916,0.15051993197266872,0.04623104591833036,0.9506590401778109,0.02760267159596006,0.1335956054686431,-0.11185654994410693,5.3222600257640806e-05,0.2164535224437713,0.1314225494861602,0.0663098394870758,0.0187252108007669
Tx28-L_70-Nb_4-S_60-O_25-ts_100,Tx28,70.0,28.0,2.5,10.0,6.0,4.0,0.43781085033978584,0.29516976190452576,0.15974573129238923,0.05666728741492066,0.9568328124992345,0.029894583565824296,0.14858374720970255,-0.1353102957588203,5.883783462934389e-05,0.186161532998085,0.1176337972283363,0.063061773777008,0.021054184064269
Tx28-L_70-Nb_4-S_60-O_30-ts_85,Tx28,70.0,28.0,3.0,8.5,6.0,4.0,0.4757150680268303,0.2928143877548678,0.14351188775498724,0.03887114795915258,1.0042585937491963,-0.015175240652889645,0.13198094308025154,-0.12106347656240314,5.737299086661096e-05,0.2183461338281631,0.1294045001268386,0.063288889825344,0.0158958453685045
Tx28-L_70-Nb_4-S_60-O_30-ts_100,Tx28,70.0,28.0,3.0,10.0,6.0,4.0,0.45549013605405736,0.2920469047616711,0.15329404761892498,0.04955604166662702,1.0102656249991917,-0.01204710170199929,0.1477023856025604,-0.14592008928559755,5.63964283628593e-05,0.1875572651624679,0.1161102056503295,0.0605503246188163,0.0184432454407215
Tx28-L_70-Nb_4-S_90-O_15-ts_85,Tx28,70.0,28.0,1.5,8.5,9.0,4.0,0.5270905782308709,0.3172855782310387,0.10269688775501988,0.0006733806999356858,0.8693449218743045,0.13518716517846327,0.04947345145085327,-0.054004813057992505,5.126947526434833e-05,0.246106281876564,0.122675746679306,0.0395820997655391,-2.7486072422386472e-34
Tx28-L_70-Nb_4-S_90-O_15-ts_100,Tx28,70.0,28.0,1.5,10.0,9.0,4.0,0.5045265306118413,0.31861775510178597,0.116120280612152,0.0010002432769974992,0.8733277901778727,0.13316344866060775,0.06504695172985867,-0.07153740234369277,5.468744397774117e-05,0.2111356109380722,0.1109851524233818,0.0403387658298015,-3.6430507660951615e-34
Tx28-L_70-Nb_4-S_90-O_21-ts_85,Tx28,70.0,28.0,2.1666666666666665,8.5,9.0,4.0,0.5544503401356109,0.30744241496574043,0.09356064625842855,0.000618899606717192,0.923592299106404,0.0879168317521618,0.046413141741034294,-0.05792149135040009,5.468744399195202e-05,0.248349592089653,0.1183319389820098,0.0362753234803676,-2.946405288928613e-34
Tx28-L_70-Nb_4-S_90-O_21-ts_100,Tx28,70.0,28.0,2.1666666666666665,10.0,9.0,4.0,0.5294354761900526,0.31083217687049963,0.10763408163256696,0.0009410352891148935,0.9287088169635427,0.0844327287945753,0.06356425781244915,-0.07670498046868862,5.737299086661096e-05,0.2126981019973755,0.1078113690018653,0.0375916548073291,-3.903861738473934e-34
Tx28-L_70-Nb_4-S_90-O_28-ts_85,Tx28,70.0,28.0,2.8333333333333335,8.5,9.0,4.0,0.5814607482988545,0.2978675170065644,0.08442702380945627,0.0005674764827801582,0.9771729910706467,0.042235285295725136,0.04227384207585903,-0.061681347656200654,5.395502213900727e-05,0.2512074410915375,0.1141614764928817,0.0329603813588619,-3.1371434818514332e-34
Tx28-L_70-Nb_4-S_90-O_28-ts_100,Tx28,70.0,28.0,2.8333333333333335,10.0,9.0,4.0,0.5541063945573799,0.3033913945575804,0.0990991241495806,0.0008857913477884072,0.9829895089277849,0.03828488071983544,0.06031791294638031,-0.08159162946422044,4.71190845843239e-05,0.2149228900671005,0.1048275977373123,0.0348150581121444,-4.1517170182322175e-34
Tx28-L_70-Nb_4-S_90-O_35-ts_85,Tx28,70.0,28.0,3.5,8.5,9.0,4.0,0.6074999319723031,0.2887013265303813,0.07548126700674233,0.0005168211894128519,1.030658928570604,-0.003398440987720495,0.03815219029014805,-0.06541187220976909,5.664056901366621e-05,0.254336953163147,0.1101772561669349,0.0297184251248836,-3.3263980723338224e-34
Tx28-L_70-Nb_4-S_90-O_35-ts_100,Tx28,70.0,28.0,3.5,10.0,9.0,4.0,0.5777609523804902,0.2963662925167697,0.09075809523802264,0.0008318112244891304,1.0371588169634558,-0.007735424804681311,0.057007261439686534,-0.0864299455914487,4.9072209606038086e-05,0.2174042761325836,0.1020131111145019,0.0321047864854335,-4.396987587951134e-34
Tx28-L_70-Nb_4-S_120-O_15-ts_85,Tx28,70.0,28.0,1.5,8.5,12.0,4.0,0.6113236734688987,0.2994980612242502,0.05401488095233774,0.000281281887754877,0.8974788504457105,0.1279885742186476,0.004983243233812977,-0.030449870954216706,5.572504163353642e-05,0.2668808996677398,0.1056195423007011,0.0188327115029096,-1.5494211701175207e-34
Tx28-L_70-Nb_4-S_120-O_15-ts_100,Tx28,70.0,28.0,1.5,10.0,12.0,4.0,0.5856249659859261,0.30671591836710155,0.06910698129246172,0.0004838329081628782,0.898977120534995,0.12806025390614756,0.016322330147866406,-0.043358970424072454,5.108636977979586e-05,0.2292740941047668,0.0977766886353492,0.0220752544701099,-2.207322169809975e-34
Tx28-L_70-Nb_4-S_120-O_21-ts_85,Tx28,70.0,28.0,2.1666666666666665,8.5,12.0,4.0,0.6380083673464284,0.285178707482765,0.04633163265302416,0.0002404632360754879,0.9410119419635329,0.08782848074769758,0.0023590593610472196,-0.031198744419617896,5.1879826827416764e-05,0.2693443596363067,0.1001800224184989,0.0162760242819786,-1.5866066252499635e-34
Tx28-L_70-Nb_4-S_120-O_21-ts_100,Tx28,70.0,28.0,2.1666666666666665,10.0,12.0,4.0,0.6099121768702604,0.29530846938751887,0.06150397534008686,0.00043364842421308845,0.9437861607135307,0.08664827706466283,0.014299979073649273,-0.044733604213133854,5.682367446979697e-05,0.2311270833015442,0.0937854871153831,0.0198244508355855,-2.2759818305687953e-34
Tx28-L_70-Nb_4-S_120-O_28-ts_85,Tx28,70.0,28.0,2.8333333333333335,8.5,12.0,4.0,0.6645693877545704,0.2709201870746132,0.03852357993194197,0.00020148171768691363,0.9842814732134982,0.04839997558589878,-0.000795033482142221,-0.03188568289617985,5.102533461354142e-05,0.2723751962184906,0.0948214009404182,0.0136669743806123,-1.6211860185901832e-34
Tx28-L_70-Nb_4-S_120-O_28-ts_100,Tx28,70.0,28.0,2.8333333333333335,10.0,12.0,4.0,0.6342089115641185,0.2839685374147388,0.053735493197235924,0.0003857100340132969,0.9880601562492095,0.04658843819750737,0.011352687290727526,-0.04600048130576677,5.6213322906728536e-05,0.2335818111896515,0.0898796468973159,0.017508128657937,-2.339968442105616e-34
Tx28-L_70-Nb_4-S_120-O_35-ts_85,Tx28,70.0,28.0,3.5,8.5,12.0,4.0,0.6904096598633933,0.257041666666461,0.030777716836710073,0.0001639588647957872,1.0274573660706066,0.009043704659590979,-0.003940246582028097,-0.03256006556917038,5.310052993934278e-05,0.275667667388916,0.0896193981170654,0.0110791102051734,-1.6552172688127094e-34
Tx28-L_70-Nb_4-S_120-O_35-ts_100,Tx28,70.0,28.0,3.5,10.0,12.0,4.0,0.6577557823123991,0.2730017006800537,0.046041811224452965,0.0003396904894767691,1.0322381696420313,0.00663919503347683,0.008373143659312497,-0.047249686104872915,5.7434026004443695e-05,0.2362761795520782,0.0861112177371978,0.0152130080386996,-2.403059427966156e-34
Tx34-L_51-Nb_4-S_60-O_15-ts_85,Tx34,51.0,34.0,1.5,8.5,6.0,4.0,0.5518567217732353,0.30636091887710976,0.08968827694469308,0.00047051414520018743,0.9116655943620158,0.1013051662070268,0.04219865387557898,-0.05516870117183087,3.6376912326829824e-05,0.0546964444220066,0.0260390192270278,0.0076163210906088,-2.0398390204017623e-34
Tx34-L_51-Nb_4-S_60-O_15-ts_100,Tx34,51.0,34.0,1.5,10.0,6.0,4.0,0.5306405228753924,0.3104987184413766,0.10197706010500619,0.0008246961430092403,0.906186274509079,0.11121573414513163,0.05427531403181933,-0.07167659983909706,3.686519357160023e-05,0.047920636832714,0.0240974184125661,0.0079067833721637,-2.651680615762397e-34
Tx34-L_51-Nb_4-S_60-O_20-ts_85,Tx34,51.0,34.0,2.0,8.5,6.0,4.0,0.5822882224780681,0.29492365115957436,0.0791239186850578,0.0004119609445081928,0.9774983915433356,0.042080848843409964,0.03948073682594881,-0.059059072457060595,4.6203572473757504e-05,0.0554739013314247,0.0249182190746068,0.0067544295452535,-2.183285147045582e-34
