model,girderName,radius,L,D,w_oh,ts,S,Nb,I,Kg,n_bm1,n_bm2,n_bm3,n_bm4,n_r1,n_r2,n_r3,n_r4,sum_RY,d-G1,d-G2,d-G3,d-G4
PG-13-L_70-Nb_7-S_120-O_26-ts_85-sk_0-R_10000,PG-13,10000,70,38.25,2.666666667,8.5,12,7,9284.98,469185.46,0.722,0.291,0.063,0,0.944,0.116,0.018,-0.025,0.263,0.409,0.161,0.039,0
PG-13-L_70-Nb_7-S_120-O_43-ts_85-sk_0-R_10000,PG-13,10000,70,38.25,4.333333333,8.5,12,7,9284.98,469185.46,0.777,0.275,0.043,0,1.046,0.038,0.008,-0.034,0.276,0.432,0.152,0.029,0
PG-13-L_70-Nb_7-S_120-O_60-ts_85-sk_0-R_10000,PG-13,10000,70,38.25,6,8.5,12,7,9284.98,469185.46,0.83,0.26,0.023,0,1.148,-0.04,-0.002,-0.044,0.288,0.455,0.142,0.019,0
PG-14-L_80-Nb_7-S_60-O_10-ts_85-sk_0-R_10000,PG-14,10000,80,26.25,1,8.5,6,7,7081.88,387626.28,0.423,0.32,0.204,0.108,0.702,0.231,0.12,0.057,0.145,0.634,0.447,0.284,0.153
PG-14-L_80-Nb_7-S_60-O_16-ts_85-sk_0-R_10000,PG-14,10000,80,26.25,1.666666667,8.5,6,7,7081.88,387626.28,0.44,0.324,0.203,0.104,0.755,0.198,0.115,0.053,0.15,0.642,0.446,0.28,0.148
PG-14-L_80-Nb_7-S_60-O_23-ts_85-sk_0-R_10000,PG-14,10000,80,26.25,2.333333333,8.5,6,7,7081.88,387626.28,0.457,0.329,0.201,0.1,0.808,0.166,0.111,0.048,0.156,0.651,0.446,0.275,0.143
PG-14-L_80-Nb_7-S_60-O_30-ts_85-sk_0-R_10000,PG-14,10000,80,26.25,3,8.5,6,7,7081.88,387626.28,0.473,0.333,0.2,0.096,0.861,0.133,0.106,0.043,0.161,0.661,0.446,0.272,0.138
PG-14-L_80-Nb_7-S_90-O_10-ts_85-sk_0-R_10000,PG-14,10000,80,26.25,1,8.5,9,7,7081.88,387626.28,0.512,0.333,0.167,0.061,0.763,0.22,0.086,0.02,0.216,0.704,0.427,0.218,0.084
PG-14-L_80-Nb_7-S_90-O_21-ts_85-sk_0-R_10000,PG-14,10000,80,26.25,2.166666667,8.5,9,7,7081.88,387626.28,0.542,0.335,0.159,0.052,0.839,0.168,0.079,0.012,0.226,0.723,0.422,0.206,0.074
PG-14-L_80-Nb_7-S_90-O_33-ts_85-sk_0-R_10000,PG-14,10000,80,26.25,3.333333333,8.5,9,7,7081.88,387626.28,0.572,0.337,0.15,0.043,0.916,0.115,0.072,0.003,0.235,0.744,0.418,0.196,0.064
PG-14-L_80-Nb_7-S_90-O_45-ts_85-sk_0-R_10000,PG-14,10000,80,26.25,4.5,8.5,9,7,7081.88,387626.28,0.6,0.34,0.142,0.034,0.993,0.062,0.065,-0.005,0.244,0.767,0.416,0.185,0.054
PG-14-L_80-Nb_7-S_120-O_10-ts_85-sk_0-R_10000,PG-14,10000,80,26.25,1,8.5,12,7,7081.88,387626.28,0.586,0.327,0.125,0.023,0.814,0.204,0.052,-0.005,0.289,0.771,0.4,0.155,0.033
PG-14-L_80-Nb_7-S_120-O_26-ts_85-sk_0-R_10000,PG-14,10000,80,26.25,2.666666667,8.5,12,7,7081.88,387626.28,0.631,0.322,0.108,0.011,0.909,0.134,0.042,-0.015,0.302,0.802,0.387,0.137,0.02
PG-14-L_80-Nb_7-S_120-O_43-ts_85-sk_0-R_10000,PG-14,10000,80,26.25,4.333333333,8.5,12,7,7081.88,387626.28,0.673,0.318,0.092,0,1.005,0.064,0.032,-0.025,0.314,0.835,0.375,0.12,0.008
PG-14-L_80-Nb_7-S_120-O_60-ts_85-sk_0-R_10000,PG-14,10000,80,26.25,6,8.5,12,7,7081.88,387626.28,0.714,0.314,0.077,0,1.1,-0.007,0.023,-0.035,0.329,0.871,0.366,0.103,0
PG-15-L_80-Nb_7-S_60-O_10-ts_85-sk_0-R_10000,PG-15,10000,80,28.375,1,8.5,6,7,7174.97,411839.3,0.426,0.322,0.205,0.108,0.7,0.234,0.12,0.058,0.145,0.57,0.401,0.254,0.136
PG-15-L_80-Nb_7-S_60-O_16-ts_85-sk_0-R_10000,PG-15,10000,80,28.375,1.666666667,8.5,6,7,7174.97,411839.3,0.443,0.327,0.204,0.104,0.752,0.202,0.116,0.053,0.15,0.579,0.401,0.25,0.131
PG-15-L_80-Nb_7-S_60-O_23-ts_85-sk_0-R_10000,PG-15,10000,80,28.375,2.333333333,8.5,6,7,7174.97,411839.3,0.46,0.332,0.203,0.1,0.805,0.17,0.111,0.049,0.156,0.587,0.401,0.246,0.126
PG-15-L_80-Nb_7-S_60-O_30-ts_85-sk_0-R_10000,PG-15,10000,80,28.375,3,8.5,6,7,7174.97,411839.3,0.475,0.337,0.201,0.096,0.857,0.138,0.107,0.044,0.161,0.597,0.402,0.243,0.122
PG-15-L_80-Nb_7-S_90-O_10-ts_85-sk_0-R_10000,PG-15,10000,80,28.375,1,8.5,9,7,7174.97,411839.3,0.516,0.334,0.168,0.06,0.761,0.222,0.086,0.021,0.216,0.636,0.384,0.194,0.074
PG-15-L_80-Nb_7-S_90-O_21-ts_85-sk_0-R_10000,PG-15,10000,80,28.375,2.166666667,8.5,9,7,7174.97,411839.3,0.546,0.337,0.159,0.051,0.837,0.17,0.08,0.012,0.226,0.655,0.38,0.184,0.065
PG-15-L_80-Nb_7-S_90-O_33-ts_85-sk_0-R_10000,PG-15,10000,80,28.375,3.333333333,8.5,9,7,7174.97,411839.3,0.576,0.34,0.15,0.042,0.913,0.119,0.073,0.004,0.235,0.675,0.377,0.174,0.055
PG-15-L_80-Nb_7-S_90-O_45-ts_85-sk_0-R_10000,PG-15,10000,80,28.375,4.5,8.5,9,7,7174.97,411839.3,0.604,0.343,0.142,0.033,0.989,0.067,0.066,-0.004,0.244,0.696,0.375,0.165,0.047
PG-15-L_80-Nb_7-S_120-O_10-ts_85-sk_0-R_10000,PG-15,10000,80,28.375,1,8.5,12,7,7174.97,411839.3,0.591,0.328,0.124,0.022,0.813,0.205,0.053,-0.005,0.289,0.699,0.359,0.138,0.028
PG-15-L_80-Nb_7-S_120-O_26-ts_85-sk_0-R_10000,PG-15,10000,80,28.375,2.666666667,8.5,12,7,7174.97,411839.3,0.636,0.323,0.107,0.01,0.907,0.136,0.043,-0.015,0.302,0.728,0.348,0.121,0.016
PG-15-L_80-Nb_7-S_120-O_43-ts_85-sk_0-R_10000,PG-15,10000,80,28.375,4.333333333,8.5,12,7,7174.97,411839.3,0.679,0.319,0.091,0,1.001,0.068,0.033,-0.025,0.314,0.76,0.338,0.105,0.005
PG-15-L_80-Nb_7-S_120-O_60-ts_85-sk_0-R_10000,PG-15,10000,80,28.375,6,8.5,12,7,7174.97,411839.3,0.72,0.316,0.075,0,1.096,-0.001,0.023,-0.035,0.329,0.794,0.329,0.09,0
PG-16-L_80-Nb_7-S_60-O_10-ts_85-sk_0-R_10000,PG-16,10000,80,30.875,1,8.5,6,7,8683.9,448402.68,0.429,0.324,0.206,0.108,0.698,0.237,0.12,0.058,0.145,0.524,0.368,0.232,0.124
PG-16-L_80-Nb_7-S_60-O_16-ts_85-sk_0-R_10000,PG-16,10000,80,30.875,1.666666667,8.5,6,7,8683.9,448402.68,0.446,0.329,0.205,0.104,0.749,0.206,0.116,0.054,0.15,0.532,0.368,0.229,0.119
PG-16-L_80-Nb_7-S_60-O_23-ts_85-sk_0-R_10000,PG-16,10000,80,30.875,2.333333333,8.5,6,7,8683.9,448402.68,0.463,0.334,0.204,0.1,0.801,0.175,0.111,0.049,0.156,0.541,0.368,0.226,0.115
PG-16-L_80-Nb_7-S_60-O_30-ts_85-sk_0-R_10000,PG-16,10000,80,30.875,3,8.5,6,7,8683.9,448402.68,0.478,0.34,0.202,0.096,0.853,0.144,0.107,0.045,0.161,0.55,0.369,0.222,0.111
PG-16-L_80-Nb_7-S_90-O_10-ts_85-sk_0-R_10000,PG-16,10000,80,30.875,1,8.5,9,7,8683.9,448402.68,0.519,0.336,0.167,0.059,0.759,0.224,0.087,0.021,0.216,0.586,0.352,0.177,0.066
PG-16-L_80-Nb_7-S_90-O_21-ts_85-sk_0-R_10000,PG-16,10000,80,30.875,2.166666667,8.5,9,7,8683.9,448402.68,0.55,0.339,0.159,0.05,0.834,0.174,0.08,0.013,0.226,0.604,0.349,0.168,0.058
PG-16-L_80-Nb_7-S_90-O_33-ts_85-sk_0-R_10000,PG-16,10000,80,30.875,3.333333333,8.5,9,7,8683.9,448402.68,0.579,0.342,0.15,0.041,0.909,0.123,0.073,0.004,0.235,0.623,0.346,0.159,0.049
PG-16-L_80-Nb_7-S_90-O_45-ts_85-sk_0-R_10000,PG-16,10000,80,30.875,4.5,8.5,9,7,8683.9,448402.68,0.607,0.345,0.142,0.032,0.984,0.072,0.067,-0.004,0.244,0.643,0.344,0.151,0.041
PG-16-L_80-Nb_7-S_120-O_10-ts_85-sk_0-R_10000,PG-16,10000,80,30.875,1,8.5,12,7,8683.9,448402.68,0.596,0.329,0.123,0.021,0.812,0.206,0.053,-0.005,0.289,0.645,0.33,0.125,0.024
PG-16-L_80-Nb_7-S_120-O_26-ts_85-sk_0-R_10000,PG-16,10000,80,30.875,2.666666667,8.5,12,7,8683.9,448402.68,0.641,0.324,0.106,0.008,0.905,0.139,0.043,-0.015,0.302,0.673,0.319,0.11,0.013
PG-16-L_80-Nb_7-S_120-O_43-ts_85-sk_0-R_10000,PG-16,10000,80,30.875,4.333333333,8.5,12,7,8683.9,448402.68,0.684,0.32,0.09,0,0.998,0.072,0.033,-0.025,0.314,0.704,0.31,0.095,0.003
PG-16-L_80-Nb_7-S_120-O_60-ts_85-sk_0-R_10000,PG-16,10000,80,30.875,6,8.5,12,7,8683.9,448402.68,0.725,0.317,0.074,0,1.091,0.004,0.024,-0.035,0.329,0.735,0.301,0.081,0
PG-17-L_80-Nb_7-S_60-O_10-ts_85-sk_0-R_10000,PG-17,10000,80,33.75,1,8.5,6,7,8010.47,477636.48,0.441,0.331,0.208,0.106,0.687,0.251,0.123,0.058,0.145,0.497,0.346,0.216,0.112
PG-17-L_80-Nb_7-S_60-O_16-ts_85-sk_0-R_10000,PG-17,10000,80,33.75,1.666666667,8.5,6,7,8010.47,477636.48,0.459,0.337,0.207,0.102,0.737,0.221,0.119,0.054,0.15,0.505,0.346,0.212,0.108
PG-17-L_80-Nb_7-S_60-O_23-ts_85-sk_0-R_10000,PG-17,10000,80,33.75,2.333333333,8.5,6,7,8010.47,477636.48,0.476,0.342,0.205,0.098,0.788,0.191,0.115,0.049,0.156,0.513,0.346,0.209,0.104
PG-17-L_80-Nb_7-S_60-O_30-ts_85-sk_0-R_10000,PG-17,10000,80,33.75,3,8.5,6,7,8010.47,477636.48,0.493,0.348,0.204,0.094,0.839,0.16,0.111,0.045,0.161,0.522,0.347,0.206,0.1
PG-17-L_80-Nb_7-S_90-O_10-ts_85-sk_0-R_10000,PG-17,10000,80,33.75,1,8.5,9,7,8010.47,477636.48,0.53,0.339,0.166,0.056,0.753,0.232,0.087,0.021,0.216,0.552,0.328,0.162,0.059
PG-17-L_80-Nb_7-S_90-O_21-ts_85-sk_0-R_10000,PG-17,10000,80,33.75,2.166666667,8.5,9,7,8010.47,477636.48,0.561,0.342,0.157,0.047,0.827,0.182,0.081,0.012,0.226,0.57,0.325,0.153,0.051
PG-17-L_80-Nb_7-S_90-O_33-ts_85-sk_0-R_10000,PG-17,10000,80,33.75,3.333333333,8.5,9,7,8010.47,477636.48,0.59,0.345,0.148,0.038,0.902,0.132,0.075,0.004,0.235,0.589,0.322,0.145,0.043
PG-17-L_80-Nb_7-S_90-O_45-ts_85-sk_0-R_10000,PG-17,10000,80,33.75,4.5,8.5,9,7,8010.47,477636.48,0.619,0.349,0.14,0.028,0.977,0.081,0.069,-0.004,0.244,0.609,0.32,0.137,0.035
PG-17-L_80-Nb_7-S_120-O_10-ts_85-sk_0-R_10000,PG-17,10000,80,33.75,1,8.5,12,7,8010.47,477636.48,0.606,0.329,0.119,0.018,0.808,0.212,0.053,-0.005,0.289,0.607,0.306,0.113,0.02
PG-17-L_80-Nb_7-S_120-O_26-ts_85-sk_0-R_10000,PG-17,10000,80,33.75,2.666666667,8.5,12,7,8010.47,477636.48,0.652,0.324,0.102,0.006,0.901,0.144,0.043,-0.015,0.302,0.636,0.295,0.098,0.01
PG-17-L_80-Nb_7-S_120-O_43-ts_85-sk_0-R_10000,PG-17,10000,80,33.75,4.333333333,8.5,12,7,8010.47,477636.48,0.696,0.32,0.085,0,0.995,0.076,0.034,-0.026,0.314,0.666,0.286,0.084,0
PG-17-L_80-Nb_7-S_120-O_60-ts_85-sk_0-R_10000,PG-17,10000,80,33.75,6,8.5,12,7,8010.47,477636.48,0.738,0.316,0.069,0,1.088,0.007,0.025,-0.036,0.329,0.697,0.277,0.071,0
PG-18-L_80-Nb_7-S_60-O_10-ts_85-sk_0-R_10000,PG-18,10000,80,36.125,1,8.5,6,7,9090.53,513550.76,0.445,0.334,0.209,0.106,0.683,0.256,0.124,0.059,0.145,0.465,0.323,0.2,0.103
PG-18-L_80-Nb_7-S_60-O_16-ts_85-sk_0-R_10000,PG-18,10000,80,36.125,1.666666667,8.5,6,7,9090.53,513550.76,0.463,0.339,0.208,0.102,0.733,0.226,0.12,0.054,0.15,0.473,0.323,0.197,0.099
PG-18-L_80-Nb_7-S_60-O_23-ts_85-sk_0-R_10000,PG-18,10000,80,36.125,2.333333333,8.5,6,7,9090.53,513550.76,0.481,0.345,0.206,0.097,0.783,0.197,0.116,0.05,0.156,0.481,0.323,0.194,0.095
PG-18-L_80-Nb_7-S_60-O_30-ts_85-sk_0-R_10000,PG-18,10000,80,36.125,3,8.5,6,7,9090.53,513550.76,0.498,0.351,0.205,0.093,0.834,0.167,0.111,0.045,0.161,0.49,0.324,0.192,0.092
PG-18-L_80-Nb_7-S_90-O_10-ts_85-sk_0-R_10000,PG-18,10000,80,36.125,1,8.5,9,7,9090.53,513550.76,0.533,0.34,0.166,0.056,0.75,0.235,0.088,0.021,0.216,0.517,0.306,0.15,0.054
PG-18-L_80-Nb_7-S_90-O_21-ts_85-sk_0-R_10000,PG-18,10000,80,36.125,2.166666667,8.5,9,7,9090.53,513550.76,0.565,0.344,0.157,0.046,0.824,0.186,0.082,0.012,0.226,0.534,0.303,0.142,0.046
PG-18-L_80-Nb_7-S_90-O_33-ts_85-sk_0-R_10000,PG-18,10000,80,36.125,3.333333333,8.5,9,7,9090.53,513550.76,0.594,0.347,0.148,0.036,0.898,0.136,0.076,0.004,0.235,0.553,0.3,0.134,0.039
PG-18-L_80-Nb_7-S_90-O_45-ts_85-sk_0-R_10000,PG-18,10000,80,36.125,4.5,8.5,9,7,9090.53,513550.76,0.623,0.351,0.139,0.027,0.972,0.086,0.07,-0.004,0.244,0.572,0.298,0.126,0.031
PG-18-L_80-Nb_7-S_120-O_10-ts_85-sk_0-R_10000,PG-18,10000,80,36.125,1,8.5,12,7,9090.53,513550.76,0.611,0.33,0.118,0.017,0.806,0.214,0.053,-0.005,0.289,0.569,0.285,0.104,0.017
PG-18-L_80-Nb_7-S_120-O_26-ts_85-sk_0-R_10000,PG-18,10000,80,36.125,2.666666667,8.5,12,7,9090.53,513550.76,0.657,0.324,0.101,0.004,0.899,0.147,0.044,-0.015,0.302,0.597,0.275,0.09,0.008
PG-18-L_80-Nb_7-S_120-O_43-ts_85-sk_0-R_10000,PG-18,10000,80,36.125,4.333333333,8.5,12,7,9090.53,513550.76,0.701,0.32,0.084,0,0.992,0.079,0.035,-0.026,0.314,0.625,0.266,0.077,0
PG-18-L_80-Nb_7-S_120-O_60-ts_85-sk_0-R_10000,PG-18,10000,80,36.125,6,8.5,12,7,9090.53,513550.76,0.744,0.316,0.067,0,1.085,0.011,0.026,-0.036,0.329,0.656,0.257,0.064,0
PG-19-L_80-Nb_7-S_60-O_10-ts_85-sk_0-R_10000,PG-19,10000,80,38.375,1,8.5,6,7,9745.98,508076.87,0.443,0.334,0.211,0.108,0.678,0.259,0.126,0.06,0.145,0.46,0.32,0.2,0.104
PG-19-L_80-Nb_7-S_60-O_16-ts_85-sk_0-R_10000,PG-19,10000,80,38.375,1.666666667,8.5,6,7,9745.98,508076.87,0.461,0.34,0.21,0.104,0.728,0.23,0.122,0.056,0.15,0.468,0.321,0.197,0.1
PG-19-L_80-Nb_7-S_60-O_23-ts_85-sk_0-R_10000,PG-19,10000,80,38.375,2.333333333,8.5,6,7,9745.98,508076.87,0.479,0.346,0.209,0.1,0.777,0.201,0.118,0.052,0.156,0.476,0.322,0.194,0.096
PG-19-L_80-Nb_7-S_60-O_30-ts_85-sk_0-R_10000,PG-19,10000,80,38.375,3,8.5,6,7,9745.98,508076.87,0.496,0.352,0.208,0.096,0.827,0.172,0.114,0.048,0.161,0.485,0.323,0.192,0.093
PG-19-L_80-Nb_7-S_90-O_10-ts_85-sk_0-R_10000,PG-19,10000,80,38.375,1,8.5,9,7,9745.98,508076.87,0.529,0.341,0.169,0.058,0.745,0.238,0.091,0.023,0.216,0.511,0.305,0.151,0.055
PG-19-L_80-Nb_7-S_90-O_21-ts_85-sk_0-R_10000,PG-19,10000,80,38.375,2.166666667,8.5,9,7,9745.98,508076.87,0.559,0.345,0.16,0.049,0.818,0.19,0.085,0.015,0.226,0.529,0.302,0.144,0.048
PG-19-L_80-Nb_7-S_90-O_33-ts_85-sk_0-R_10000,PG-19,10000,80,38.375,3.333333333,8.5,9,7,9745.98,508076.87,0.588,0.349,0.152,0.04,0.89,0.141,0.079,0.007,0.235,0.547,0.3,0.136,0.041
PG-19-L_80-Nb_7-S_90-O_45-ts_85-sk_0-R_10000,PG-19,10000,80,38.375,4.5,8.5,9,7,9745.98,508076.87,0.616,0.354,0.144,0.031,0.964,0.092,0.073,-0.001,0.244,0.566,0.299,0.129,0.034
PG-19-L_80-Nb_7-S_120-O_10-ts_85-sk_0-R_10000,PG-19,10000,80,38.375,1,8.5,12,7,9745.98,508076.87,0.606,0.331,0.122,0.019,0.801,0.216,0.056,-0.003,0.289,0.563,0.285,0.106,0.019
PG-19-L_80-Nb_7-S_120-O_26-ts_85-sk_0-R_10000,PG-19,10000,80,38.375,2.666666667,8.5,12,7,9745.98,508076.87,0.651,0.327,0.105,0.007,0.893,0.151,0.047,-0.013,0.302,0.591,0.275,0.093,0.01
PG-19-L_80-Nb_7-S_120-O_43-ts_85-sk_0-R_10000,PG-19,10000,80,38.375,4.333333333,8.5,12,7,9745.98,508076.87,0.694,0.324,0.089,0,0.984,0.084,0.039,-0.024,0.314,0.62,0.267,0.08,0
PG-19-L_80-Nb_7-S_120-O_60-ts_85-sk_0-R_10000,PG-19,10000,80,38.375,6,8.5,12,7,9745.98,508076.87,0.736,0.321,0.073,0,1.076,0.018,0.03,-0.034,0.329,0.65,0.259,0.068,0
PG-20-L_90-Nb_7-S_60-O_10-ts_85-sk_0-R_10000,PG-20,10000,90,29.125,1,8.5,6,7,9954.44,530995.14,0.414,0.319,0.209,0.114,0.691,0.235,0.126,0.063,0.163,0.748,0.536,0.349,0.193
PG-20-L_90-Nb_7-S_60-O_16-ts_85-sk_0-R_10000,PG-20,10000,90,29.125,1.666666667,8.5,6,7,9954.44,530995.14,0.431,0.324,0.208,0.11,0.741,0.204,0.121,0.059,0.169,0.757,0.536,0.344,0.187
PG-20-L_90-Nb_7-S_60-O_23-ts_85-sk_0-R_10000,PG-20,10000,90,29.125,2.333333333,8.5,6,7,9954.44,530995.14,0.447,0.329,0.207,0.107,0.791,0.175,0.117,0.055,0.175,0.766,0.536,0.34,0.181
PG-20-L_90-Nb_7-S_60-O_30-ts_85-sk_0-R_10000,PG-20,10000,90,29.125,3,8.5,6,7,9954.44,530995.14,0.462,0.334,0.206,0.103,0.842,0.144,0.113,0.051,0.18,0.777,0.537,0.336,0.176
PG-20-L_90-Nb_7-S_90-O_10-ts_85-sk_0-R_10000,PG-20,10000,90,29.125,1,8.5,9,7,9954.44,530995.14,0.501,0.334,0.176,0.068,0.747,0.226,0.095,0.027,0.243,0.823,0.515,0.274,0.113
PG-20-L_90-Nb_7-S_90-O_21-ts_85-sk_0-R_10000,PG-20,10000,90,29.125,2.166666667,8.5,9,7,9954.44,530995.14,0.53,0.338,0.169,0.06,0.82,0.178,0.088,0.019,0.254,0.845,0.511,0.262,0.102
PG-20-L_90-Nb_7-S_90-O_33-ts_85-sk_0-R_10000,PG-20,10000,90,29.125,3.333333333,8.5,9,7,9954.44,530995.14,0.558,0.342,0.161,0.051,0.893,0.129,0.082,0.011,0.264,0.869,0.507,0.251,0.09
PG-20-L_90-Nb_7-S_90-O_45-ts_85-sk_0-R_10000,PG-20,10000,90,29.125,4.5,8.5,9,7,9954.44,530995.14,0.584,0.346,0.155,0.043,0.966,0.08,0.076,0.003,0.275,0.893,0.505,0.24,0.079
PG-20-L_90-Nb_7-S_120-O_10-ts_85-sk_0-R_10000,PG-20,10000,90,29.125,1,8.5,12,7,9954.44,530995.14,0.575,0.332,0.135,0.03,0.799,0.212,0.062,0,0.325,0.9,0.485,0.202,0.05
PG-20-L_90-Nb_7-S_120-O_26-ts_85-sk_0-R_10000,PG-20,10000,90,29.125,2.666666667,8.5,12,7,9954.44,530995.14,0.617,0.329,0.119,0.017,0.889,0.148,0.052,-0.01,0.339,0.935,0.473,0.181,0.035
PG-20-L_90-Nb_7-S_120-O_43-ts_85-sk_0-R_10000,PG-20,10000,90,29.125,4.333333333,8.5,12,7,9954.44,530995.14,0.658,0.327,0.105,0.006,0.98,0.083,0.043,-0.021,0.354,0.973,0.462,0.162,0.02
PG-20-L_90-Nb_7-S_120-O_60-ts_85-sk_0-R_10000,PG-20,10000,90,29.125,6,8.5,12,7,9954.44,530995.14,0.697,0.326,0.09,0,1.071,0.018,0.034,-0.031,0.37,1.012,0.453,0.143,0.005
PG-21-L_90-Nb_7-S_60-O_10-ts_85-sk_0-R_10000,PG-21,10000,90,31.25,1,8.5,6,7,9686.35,549830.47,0.418,0.322,0.21,0.114,0.687,0.239,0.126,0.064,0.163,0.695,0.498,0.323,0.178
PG-21-L_90-Nb_7-S_60-O_16-ts_85-sk_0-R_10000,PG-21,10000,90,31.25,1.666666667,8.5,6,7,9686.35,549830.47,0.434,0.327,0.21,0.111,0.737,0.21,0.122,0.06,0.169,0.704,0.498,0.318,0.172
PG-21-L_90-Nb_7-S_60-O_23-ts_85-sk_0-R_10000,PG-21,10000,90,31.25,2.333333333,8.5,6,7,9686.35,549830.47,0.45,0.332,0.209,0.107,0.786,0.181,0.118,0.056,0.175,0.714,0.498,0.315,0.167
PG-21-L_90-Nb_7-S_60-O_30-ts_85-sk_0-R_10000,PG-21,10000,90,31.25,3,8.5,6,7,9686.35,549830.47,0.464,0.337,0.208,0.104,0.836,0.151,0.114,0.052,0.18,0.724,0.499,0.311,0.162
PG-21-L_90-Nb_7-S_90-O_10-ts_85-sk_0-R_10000,PG-21,10000,90,31.25,1,8.5,9,7,9686.35,549830.47,0.503,0.336,0.177,0.068,0.744,0.229,0.096,0.028,0.243,0.767,0.478,0.254,0.104
PG-21-L_90-Nb_7-S_90-O_21-ts_85-sk_0-R_10000,PG-21,10000,90,31.25,2.166666667,8.5,9,7,9686.35,549830.47,0.532,0.34,0.169,0.06,0.816,0.182,0.09,0.02,0.254,0.788,0.474,0.243,0.093
PG-21-L_90-Nb_7-S_90-O_33-ts_85-sk_0-R_10000,PG-21,10000,90,31.25,3.333333333,8.5,9,7,9686.35,549830.47,0.56,0.344,0.162,0.051,0.888,0.134,0.084,0.012,0.264,0.811,0.472,0.232,0.082
PG-21-L_90-Nb_7-S_90-O_45-ts_85-sk_0-R_10000,PG-21,10000,90,31.25,4.5,8.5,9,7,9686.35,549830.47,0.586,0.349,0.155,0.043,0.961,0.085,0.078,0.004,0.275,0.834,0.47,0.222,0.072
PG-21-L_90-Nb_7-S_120-O_10-ts_85-sk_0-R_10000,PG-21,10000,90,31.25,1,8.5,12,7,9686.35,549830.47,0.578,0.333,0.135,0.029,0.796,0.214,0.063,0.001,0.325,0.839,0.451,0.186,0.045
PG-21-L_90-Nb_7-S_120-O_26-ts_85-sk_0-R_10000,PG-21,10000,90,31.25,2.666666667,8.5,12,7,9686.35,549830.47,0.62,0.33,0.119,0.017,0.886,0.151,0.054,-0.01,0.339,0.874,0.439,0.167,0.031
PG-21-L_90-Nb_7-S_120-O_43-ts_85-sk_0-R_10000,PG-21,10000,90,31.25,4.333333333,8.5,12,7,9686.35,549830.47,0.66,0.329,0.105,0.005,0.976,0.087,0.045,-0.02,0.354,0.91,0.43,0.149,0.017
PG-21-L_90-Nb_7-S_120-O_60-ts_85-sk_0-R_10000,PG-21,10000,90,31.25,6,8.5,12,7,9686.35,549830.47,0.699,0.328,0.09,0,1.066,0.023,0.036,-0.03,0.37,0.949,0.421,0.132,0.003
PG-22-L_90-Nb_7-S_60-O_10-ts_85-sk_0-R_10000,PG-22,10000,90,33.625,1,8.5,6,7,9804.54,553585.11,0.417,0.323,0.212,0.116,0.684,0.243,0.127,0.066,0.163,0.666,0.478,0.31,0.171
PG-22-L_90-Nb_7-S_60-O_16-ts_85-sk_0-R_10000,PG-22,10000,90,33.625,1.666666667,8.5,6,7,9804.54,553585.11,0.433,0.328,0.212,0.112,0.733,0.214,0.123,0.062,0.169,0.675,0.478,0.306,0.166
PG-22-L_90-Nb_7-S_60-O_23-ts_85-sk_0-R_10000,PG-22,10000,90,33.625,2.333333333,8.5,6,7,9804.54,553585.11,0.448,0.334,0.211,0.109,0.782,0.185,0.119,0.058,0.175,0.685,0.479,0.303,0.161
PG-22-L_90-Nb_7-S_60-O_30-ts_85-sk_0-R_10000,PG-22,10000,90,33.625,3,8.5,6,7,9804.54,553585.11,0.464,0.339,0.211,0.105,0.831,0.156,0.115,0.054,0.18,0.695,0.48,0.3,0.156
PG-22-L_90-Nb_7-S_90-O_10-ts_85-sk_0-R_10000,PG-22,10000,90,33.625,1,8.5,9,7,9804.54,553585.11,0.502,0.337,0.179,0.07,0.74,0.231,0.098,0.03,0.243,0.736,0.46,0.246,0.101
PG-22-L_90-Nb_7-S_90-O_21-ts_85-sk_0-R_10000,PG-22,10000,90,33.625,2.166666667,8.5,9,7,9804.54,553585.11,0.53,0.342,0.172,0.062,0.811,0.184,0.092,0.022,0.254,0.757,0.458,0.235,0.091
PG-22-L_90-Nb_7-S_90-O_33-ts_85-sk_0-R_10000,PG-22,10000,90,33.625,3.333333333,8.5,9,7,9804.54,553585.11,0.556,0.346,0.165,0.053,0.882,0.137,0.087,0.015,0.264,0.78,0.456,0.226,0.081
PG-22-L_90-Nb_7-S_90-O_45-ts_85-sk_0-R_10000,PG-22,10000,90,33.625,4.5,8.5,9,7,9804.54,553585.11,0.582,0.351,0.159,0.045,0.954,0.09,0.081,0.007,0.275,0.803,0.455,0.217,0.072
PG-22-L_90-Nb_7-S_120-O_10-ts_85-sk_0-R_10000,PG-22,10000,90,33.625,1,8.5,12,7,9804.54,553585.11,0.576,0.334,0.137,0.03,0.792,0.216,0.065,0.002,0.325,0.808,0.435,0.181,0.045
PG-22-L_90-Nb_7-S_120-O_26-ts_85-sk_0-R_10000,PG-22,10000,90,33.625,2.666666667,8.5,12,7,9804.54,553585.11,0.617,0.333,0.122,0.018,0.881,0.154,0.057,-0.008,0.339,0.842,0.425,0.164,0.031
PG-22-L_90-Nb_7-S_120-O_43-ts_85-sk_0-R_10000,PG-22,10000,90,33.625,4.333333333,8.5,12,7,9804.54,553585.11,0.657,0.332,0.108,0.007,0.969,0.091,0.048,-0.018,0.354,0.878,0.417,0.147,0.018
