model,skew,girderName,L,D,w_oh,ts,S,Nb,Kg,n_bm1,n_bm2,n_bm3,n_bm4,n_r1,n_r2,n_r3,n_r4,sum_RY,d-G1,d-G2,d-G3,d-G4
Tx28-L_42-Nb_4-S_60-O_15-ts_85,0,Tx28,42,28,1.5,8.5,6,4,555508.7064,0.5540595238090805,0.2934206821615188,0.080095049,0.000520232,0.925505487,0.086993513,0.026596386,-0.039094549,3.51562164055963e-05,0.03736968,0.016730083,0.00455699,-1.19E-34
Tx28-L_42-Nb_4-S_60-O_15-ts_100,0,Tx28,42,28,1.5,10,6,4,588747.3095,0.534036565,0.29824884259235396,0.091274211,0.000889465,0.9238534226183086,0.093144427,0.036185085,-0.053182094,3.527828670968347e-05,0.032402616,0.015337522,0.004701153,-1.62E-34
Tx28-L_42-Nb_4-S_60-O_20-ts_85,0,Tx28,42,28,2,8.5,6,4,555508.7064,0.5860169595611335,0.2791875472408953,0.069519936,0.00044846,0.9935684523801575,0.023006279354985313,0.024837068,-0.041411078,3.0334439045986983e-05,0.037897844,0.015815515,0.003978223,-1.26E-34
Tx28-L_42-Nb_4-S_60-O_20-ts_100,0,Tx28,42,28,2,10,6,4,588747.3095,0.5638020597123229,0.2865410997730134,0.081042706,0.000802998,0.9916916852670637,0.03100125,0.033527233,-0.056219285,3.515621639138544e-05,0.032798938,0.014651419,0.004198644,-1.72E-34
Tx28-L_42-Nb_4-S_60-O_25-ts_85,0,Tx28,42,28,2.5,8.5,6,4,555508.7064,0.6177043650788708,0.265168462,0.058977525,0.000379073,1.0609843749991512,-0.039607268,0.022208935,-0.043585176,3.637691952462774e-05,0.038520928,0.014924473,0.003400046,-1.33E-34
Tx28-L_42-Nb_4-S_60-O_25-ts_100,0,Tx28,42,28,2.5,10,6,4,588747.3095,0.5933167517002056,0.27513128306856294,0.070817342,0.000718255,1.0585422247015341,-0.029056923,0.029574076334611756,-0.059058623,3.161617733837829e-05,0.033298708,0.013992011,0.003694556,-1.80E-34
Tx28-L_42-Nb_4-S_60-O_30-ts_85,0,Tx28,42,28,3,8.5,6,4,555508.7064,0.6485828136805091,0.2516175595236082,0.048614518,0.000310622,1.1282775297610022,-0.102093018,0.019549679710735852,-0.045733462,3.063961483462663e-05,0.039196383,0.01406474,0.002832026,-1.40E-34
Tx28-L_42-Nb_4-S_60-O_30-ts_100,0,Tx28,42,28,3,10,6,4,588747.3095,0.6219481292512031,0.264224986,0.060785277,0.000634803,1.1252111235110045,-0.088852097,0.025504281,-0.061862584,3.0395474219346852e-05,0.033851191,0.0133625,0.003199924,-1.89E-34
Tx28-L_42-Nb_4-S_90-O_15-ts_85,0,Tx28,42,28,1.5,8.5,9,4,555508.7064,0.6746672335595509,0.24687830687810935,0.016784822609585966,-3.02E-05,0.9548488653266171,0.072439325,-0.016502853,-0.010784601,3.091427304013905e-05,0.041896701,0.012085949,0.000679176,-3.28E-35
Tx28-L_42-Nb_4-S_90-O_15-ts_100,0,Tx28,42,28,1.5,10,9,4,588747.3095,0.6518951719571504,0.2599038879438586,0.026449971655307637,9.554543931280149e-05,0.9544481956837603,0.076570301,-0.012922968,-0.018094686,3.341671445866723e-05,0.036388054,0.011544929,0.001105131,-5.51E-35
Tx28-L_42-Nb_4-S_90-O_21-ts_85,0,Tx28,42,28,2.1666666666666665,8.5,9,4,555508.7064,0.7162592120175676,0.21612679516233652,0.008415943,-5.94E-05,1.0208387276777549,0.003948508,-0.014118731,-0.010667739,3.21044585831487e-05,0.042582512,0.010447512,0.000282094,-3.24E-35
Tx28-L_42-Nb_4-S_90-O_21-ts_100,0,Tx28,42,28,2.1666666666666665,10,9,4,588747.3095,0.6909863,0.23364129818575413,0.016852353788724232,4.382499527585307e-05,1.0218856956837064,0.008015103,-0.011923904,-0.017975984,3.826900936587663e-05,0.036949065,0.010273112,0.000694407,-5.48E-35
Tx28-L_42-Nb_4-S_90-O_28-ts_85,0,Tx28,42,28,2.8333333333333335,8.5,9,4,555508.7064,0.7573612528338611,0.1857634400981129,0.000370685,-8.68E-05,1.0866091889872258,-0.064056751,-0.012078242,-0.010473461,3.088375545701183e-05,0.043401878,0.00883777,-3.73E-35,-3.18E-35
Tx28-L_42-Nb_4-S_90-O_28-ts_100,0,Tx28,42,28,2.8333333333333335,10,9,4,588747.3095,0.7296699735443898,0.20773327664382474,0.007087688,-6.03E-06,1.0889085751479384,-0.059630731,-0.011518807,-0.017758215,3.225704647746852e-05,0.037650727,0.009026875,0.000274637,-5.41E-35
Tx28-L_42-Nb_4-S_90-O_35-ts_85,0,Tx28,42,28,3.5,8.5,9,4,555508.7064,0.7974889455775933,0.1562700066136316,0.00023634,-0.000112194,1.1522038690466971,-0.131864025,-0.010086344,-0.010252719,3.277584530536615e-05,0.044319026,0.007274281,-3.12E-35,-3.12E-35
Tx28-L_42-Nb_4-S_90-O_35-ts_100,0,Tx28,42,28,3.5,10,9,4,588747.3095,0.767295068,0.18270427059698155,0.000473512,-5.31E-05,1.1557434895824088,-0.127041062,-0.011179035,-0.017522634,3.186031795365807e-05,0.038441997,0.007822208,-3.45E-35,-5.34E-35
Tx28-L_42-Nb_4-S_120-O_15-ts_85,0,Tx28,42,28,1.5,8.5,12,4,555508.7064,0.755671816,0.18539224300816612,0.000282748,-9.56E-05,0.9741925223206492,0.049195359,-0.021285012,-0.00210211,3.182598567974537e-05,0.044524476,0.008102805,-6.52E-35,-6.35E-36
Tx28-L_42-Nb_4-S_120-O_15-ts_100,0,Tx28,42,28,1.5,10,12,4,588747.3095,0.733123913,0.2033114606952266,0.000474113,-7.04E-05,0.9739161086301732,0.053909087,-0.022713935,-0.005110422,3.518673398161809e-05,0.038817171,0.008154047,-6.96E-35,-1.55E-35
Tx28-L_42-Nb_4-S_120-O_21-ts_85,0,Tx28,42,28,2.1666666666666665,8.5,12,4,555508.7064,0.7931376606191689,0.15055712632263085,0.000176587,-9.22E-05,1.025176339284894,-0.007470952,-0.015474997,-0.002229567,3.457638241144423e-05,0.045029745,0.006411339,-4.75E-35,-6.74E-36
Tx28-L_42-Nb_4-S_120-O_21-ts_100,0,Tx28,42,28,2.1666666666666665,10,12,4,588747.3095,0.769199735,0.17189375472397433,0.000349803,-7.79E-05,1.0270705915170355,-0.004168504,-0.017924268,-0.004976983,3.503414608019284e-05,0.039272685,0.006771678,-5.50E-35,-1.51E-35
Tx28-L_42-Nb_4-S_120-O_28-ts_85,0,Tx28,42,28,2.8333333333333335,8.5,12,4,555508.7064,0.8301811224483153,0.11611928382454807,6.98718289398534e-05,-8.84E-05,1.0761002604158056,-0.063962524,-0.009817411,-0.002319463,3.6048855555748105e-05,0.045666527,0.004740987,-3.02E-35,-7.01E-36
Tx28-L_42-Nb_4-S_120-O_28-ts_100,0,Tx28,42,28,2.8333333333333335,10,12,4,588747.3095,0.8050006613750174,0.14076915627350794,0.000225136,-8.47E-05,1.0800819382431834,-0.061874605,-0.013413843,-0.004792669,3.436275936508082e-05,0.039864369,0.005404895,-4.12E-35,-1.46E-35
Tx28-L_42-Nb_4-S_120-O_35-ts_85,0,Tx28,42,28,3.5,8.5,12,4,555508.7064,0.86644435,0.082506726,-3.67E-05,-8.41E-05,1.1268834635407652,-0.120268473,-0.004218923,-0.0023953,3.1951870688828876e-05,0.046407342,0.003107629,-1.31E-35,-7.25E-36
Tx28-L_42-Nb_4-S_120-O_35-ts_100,0,Tx28,42,28,3.5,10,12,4,588747.3095,0.8399969765677331,0.11045914824254202,0.000100892,-9.06E-05,1.1329456845229031,-0.119370908,-0.008974663,-0.004599315,3.352352597829622e-05,0.040549774,0.00407088,-2.76E-35,-1.40E-35
Tx28-L_56-Nb_4-S_60-O_15-ts_85,0,Tx28,56,28,1.5,8.5,6,4,555508.7064,0.47459704506764755,0.307777051,0.1304682849701337,0.020918832376683943,0.8764095284591203,0.10914500209254661,0.084331281,-0.069885001,4.5165970824712076e-05,0.099957354,0.055857066,0.023560636,0.002340671
Tx28-L_56-Nb_4-S_60-O_15-ts_100,0,Tx28,56,28,1.5,10,6,4,588747.3095,0.4564624787411314,0.3076593590558763,0.14064907525498951,0.029115347310776026,0.8782862025662617,0.11275692313049016,0.097204154,-0.088246547,4.1015580201531066e-05,0.086289845,0.050226804,0.022807209,0.00357917
Tx28-L_56-Nb_4-S_60-O_20-ts_85,0,Tx28,56,28,2,8.5,6,4,555508.7064,0.49947751913225347,0.30067168898785473,0.12159762967677347,0.014703638193546911,0.9367876674099649,0.056597752,0.082753174,-0.07613787,4.052729895676066e-05,0.1008647158741951,0.054345362,0.022024719,0.00153018
Tx28-L_56-Nb_4-S_60-O_20-ts_100,0,Tx28,56,28,2,10,6,4,588747.3095,0.47945535714247356,0.3017351456205069,0.13245240752540424,0.022852250079701104,0.9387008231019276,0.060712594,0.096438625,-0.095851231,4.541011144709728e-05,0.08689601,0.049081489,0.021530863,0.002790626
Tx28-L_56-Nb_4-S_60-O_25-ts_85,0,Tx28,56,28,2.5,8.5,6,4,555508.7064,0.524135895,0.293873538,0.1128181335033111,0.007837778,0.9961396484367031,0.006344426,0.079639491,-0.082122829,4.125972082391627e-05,0.1020064651966095,0.052914787,0.020503713,0.000656908
Tx28-L_56-Nb_4-S_60-O_25-ts_100,0,Tx28,56,28,2.5,10,6,4,588747.3095,0.5022716836730676,0.2962260841834365,0.12430172459598898,0.015700040856173665,0.9976496930795591,0.011919267926887786,0.093486398,-0.103054574,4.370112708329543e-05,0.087760784,0.048028342,0.020259952,0.001907321
Tx28-L_56-Nb_4-S_60-O_30-ts_85,0,Tx28,56,28,3,8.5,6,4,555508.7064,0.5480010629247317,0.287408668,0.10428773384345398,0.000980548,1.055388950892013,-0.043777379,0.076471575,-0.088082424,4.052729895676066e-05,0.1032436192035675,0.051555943,0.01902926,-3.59E-34
Tx28-L_56-Nb_4-S_60-O_30-ts_100,0,Tx28,56,28,3,10,6,4,588747.3095,0.5242519664111451,0.29108224383480114,0.11639830463426062,0.008336881,1.0564107840393335,-0.036546742,0.090338606,-0.110201747,5.041499426994278e-05,0.088727333,0.047045436,0.0190302,0.001034269
Tx28-L_56-Nb_4-S_90-O_15-ts_85,0,Tx28,56,28,1.5,8.5,9,4,555508.7064,0.5929801232988453,0.29826230335860493,0.061784944,0.000329967,0.9079664481019522,0.11311795479901665,0.010822935921796588,-0.031906564,4.3029740361077984e-05,0.1141129434108734,0.046842046,0.009622299,-1.30E-34
Tx28-L_56-Nb_4-S_90-O_15-ts_100,0,Tx28,56,28,1.5,10,9,4,588747.3095,0.5694806016151907,0.30464344175145697,0.075249283,0.000584523,0.9090857282358799,0.11398683384477488,0.022296949,-0.045368665,4.724116613630258e-05,0.098317675,0.043181475,0.010686874,-1.85E-34
Tx28-L_56-Nb_4-S_90-O_21-ts_85,0,Tx28,56,28,2.1666666666666665,8.5,9,4,555508.7064,0.6263350871593629,0.2810940157310676,0.051778958,0.000271722,0.9674556361599403,0.057508698,0.008272787,-0.033236407,3.997798253152496e-05,0.1155177354812622,0.043901153,0.008130216,-1.35E-34
Tx28-L_56-Nb_4-S_90-O_21-ts_100,0,Tx28,56,28,2.1666666666666665,10,9,4,588747.3095,0.6001694302716287,0.29077075361371296,0.065381138,0.000512501,0.9696732003340457,0.057760236,0.020040015,-0.047472691,4.248042394294771e-05,0.099376291,0.041002918,0.009374879,-1.93E-34
Tx28-L_56-Nb_4-S_90-O_28-ts_85,0,Tx28,56,28,2.8333333333333335,8.5,9,4,555508.7064,0.6593001700674997,0.26414976615625124,0.041712801,0.000215741,1.0265177873875717,0.002885018,0.005062037,-0.034464124,4.0222123168121016e-05,0.1172277554869651,0.041029055,0.006625069,-1.40E-34
Tx28-L_56-Nb_4-S_90-O_28-ts_100,0,Tx28,56,28,2.8333333333333335,10,9,4,588747.3095,0.6305562818872507,0.2771582429844721,0.055414614,0.000443143,1.0295046735482836,0.00325194,0.016658630371080424,-0.049414394,4.748530676579321e-05,0.1007605120539665,0.038895804,0.00804291,-2.01E-34
Tx28-L_56-Nb_4-S_90-O_35-ts_85,0,Tx28,56,28,3.5,8.5,9,4,555508.7064,0.6912849702375421,0.24775914115626438,0.031764731,0.000161672,1.085446429,-0.051635986,0.001858515,-0.035668185,4.3151810672270585e-05,0.1191077157855033,0.03825802,0.005138202,-1.45E-34
Tx28-L_56-Nb_4-S_90-O_35-ts_100,0,Tx28,56,28,3.5,10,9,4,588747.3095,0.6598890837579754,0.2641106505099928,0.045587452,0.000376315,1.0891918247759145,-0.05109954,0.013235415867386175,-0.051327039,3.70482950557971e-05,0.1023026779294014,0.036880139,0.006729238,-2.09E-34
Tx28-L_56-Nb_4-S_120-O_15-ts_85,0,Tx28,56,28,1.5,8.5,12,4,555508.7064,0.6774765093531995,0.25968287627530245,0.018174555564398728,5.08717647214729e-05,0.9341633649546097,0.096071062,-0.016725078,-0.013508659,3.857417394925733e-05,0.1225633546710014,0.037020139,0.002268413,-5.49E-35
Tx28-L_56-Nb_4-S_120-O_15-ts_100,0,Tx28,56,28,1.5,10,12,4,588747.3095,0.6524420705777093,0.2725445897106663,0.030208266900486037,0.000167333,0.9341870814724669,0.098927917,-0.011348275,-0.021765917,4.510493566556306e-05,0.1059097126126289,0.035250198,0.003792286,-8.86E-35
Tx28-L_56-Nb_4-S_120-O_21-ts_85,0,Tx28,56,28,2.1666666666666665,8.5,12,4,555508.7064,0.7094107142851468,0.23687404336715742,0.011431782625150294,2.339149007989997e-05,0.9813949497760006,0.048670671735452135,-0.016793904,-0.013270882,4.67834024746594e-05,0.1239259615540504,0.033563931,0.001340197,-5.39E-35
Tx28-L_56-Nb_4-S_120-O_21-ts_100,0,Tx28,56,28,2.1666666666666665,10,12,4,588747.3095,0.6820888073974135,0.25343160076510335,0.022689092726916375,0.000126217,0.9828938337045708,0.050653573,-0.011838058,-0.021708614,4.101558018732021e-05,0.1070087030529975,0.032610539,0.00286619,-8.83E-35
Tx28-L_56-Nb_4-S_120-O_28-ts_85,0,Tx28,56,28,2.8333333333333335,8.5,12,4,555508.7064,0.7411364264449853,0.21416507227874024,0.004548285,-2.75E-06,1.0284997907357845,0.001650072,-0.017169985,-0.012979086,4.428096107034207e-05,0.1255702823400497,0.030144453,0.000389607,-5.27E-35
Tx28-L_56-Nb_4-S_120-O_28-ts_100,0,Tx28,56,28,2.8333333333333335,10,12,4,588747.3095,0.7116591198973898,0.23436987138586693,0.014977220184936997,8.656362935792393e-05,1.0312995256688178,0.003157155,-0.012880596,-0.021575239,4.736323645460061e-05,0.1084064692258834,0.030001748,0.001910924,-8.77E-35
Tx28-L_56-Nb_4-S_120-O_35-ts_85,0,Tx28,56,28,3.5,8.5,12,4,555508.7064,0.7721197916660489,0.19198921130937022,0.000360354,-2.74E-05,1.0754877232134252,-0.045248744,-0.017563372,-0.012674776,4.6264603632550916e-05,0.1273794472217559,0.026810279,-7.21E-35,-5.15E-35
Tx28-L_56-Nb_4-S_120-O_35-ts_100,0,Tx28,56,28,3.5,10,12,4,588747.3095,0.7404494579075709,0.21583355920475933,0.00729273,4.893607833754589e-05,1.079585379463422,-0.04419288,-0.013959239,-0.021432543,4.0161088008972e-05,0.1099550798535347,0.027467871,0.00095835,-8.71E-35
Tx28-L_70-Nb_4-S_60-O_15-ts_85,0,Tx28,70,28,1.5,8.5,6,4,555508.7064,0.41626414965953096,0.30490163265281733,0.1651755272107522,0.059447261904714346,0.8419518415171835,0.11650648716508535,0.13451515066953523,-0.092972754,4.9804631501615404e-05,0.2135013937950134,0.1359674036502838,0.072652794,0.0244465
Tx28-L_70-Nb_4-S_60-O_15-ts_100,0,Tx28,70,28,1.5,10,6,4,588747.3095,0.4007997619044413,0.3025371088432954,0.17321809523795667,0.069046407,0.8477578683028931,0.11869199218740505,0.1468787806918468,-0.113327874,5.3222600257640806e-05,0.1842864751815796,0.1212055161595344,0.068327546,0.026203994
Tx28-L_70-Nb_4-S_60-O_20-ts_85,0,Tx28,70,28,2,8.5,6,4,555508.7064,0.436442007,0.3005134013603038,0.15779729591824113,0.053306832,0.8969629464278538,0.070538742,0.13513182198649903,-0.102632778,5.0781193991156215e-05,0.2147280126810073,0.1335876435041427,0.069457203,0.021658596
Tx28-L_70-Nb_4-S_60-O_20-ts_100,0,Tx28,70,28,2,10,6,4,588747.3095,0.41937044217653524,0.2986041156460196,0.1664579591835403,0.063425459,0.9031966517849916,0.072232394,0.14920962611595204,-0.124637793,6.054681897182945e-05,0.1849504560232162,0.1193026900291442,0.065683164,0.023737179
Tx28-L_70-Nb_4-S_60-O_25-ts_85,0,Tx28,70,28,2.5,8.5,6,4,555508.7064,0.4564437414962335,0.29652241496574916,0.15051993197266872,0.046231046,0.9506590401778109,0.027602672,0.1335956054686431,-0.11185655,5.3222600257640806e-05,0.2164535224437713,0.1314225494861602,0.066309839,0.018725211
Tx28-L_70-Nb_4-S_60-O_25-ts_100,0,Tx28,70,28,2.5,10,6,4,588747.3095,0.43781085033978584,0.29516976190452576,0.15974573129238923,0.056667287,0.9568328124992345,0.029894583565824296,0.14858374720970255,-0.135310296,5.883783462934389e-05,0.186161533,0.1176337972283363,0.063061774,0.021054184
Tx28-L_70-Nb_4-S_60-O_30-ts_85,0,Tx28,70,28,3,8.5,6,4,555508.7064,0.4757150680268303,0.2928143877548678,0.14351188775498724,0.038871148,1.0042585937491963,-0.015175241,0.13198094308025154,-0.121063477,5.737299086661096e-05,0.2183461338281631,0.1294045001268386,0.06328889,0.015895845
Tx28-L_70-Nb_4-S_60-O_30-ts_100,0,Tx28,70,28,3,10,6,4,588747.3095,0.45549013605405736,0.2920469047616711,0.15329404761892498,0.049556042,1.0102656249991917,-0.012047102,0.1477023856025604,-0.145920089,5.63964283628593e-05,0.1875572651624679,0.1161102056503295,0.060550325,0.018443245
Tx28-L_70-Nb_4-S_90-O_15-ts_85,0,Tx28,70,28,1.5,8.5,9,4,555508.7064,0.5270905782308709,0.3172855782310387,0.10269688775501988,0.000673381,0.8693449218743045,0.13518716517846327,0.049473451,-0.054004799,5.126947526434833e-05,0.246106282,0.122675747,0.0395821,-2.75E-34
Tx28-L_70-Nb_4-S_90-O_15-ts_100,0,Tx28,70,28,1.5,10,9,4,588747.3095,0.5045265306118413,0.31861775510178597,0.116120281,0.001000243,0.8733277901778727,0.13316344866060775,0.065046952,-0.071537402,5.468744397774117e-05,0.2111356109380722,0.1109851524233818,0.040338766,-3.64E-34
Tx28-L_70-Nb_4-S_90-O_21-ts_85,0,Tx28,70,28,2.1666666666666665,8.5,9,4,555508.7064,0.5544503401356109,0.30744241496574043,0.093560646,0.0006189,0.923592299,0.087916832,0.046413141741034294,-0.057921491,5.468744399195202e-05,0.248349592,0.1183319389820098,0.036275323,-2.95E-34
Tx28-L_70-Nb_4-S_90-O_21-ts_100,0,Tx28,70,28,2.1666666666666665,10,9,4,588747.3095,0.5294354761900526,0.31083217687049963,0.10763408163256696,0.000941035,0.9287088169635427,0.084432729,0.063564258,-0.07670498,5.737299086661096e-05,0.2126981019973755,0.1078113690018653,0.037591655,-3.90E-34
Tx28-L_70-Nb_4-S_90-O_28-ts_85,0,Tx28,70,28,2.8333333333333335,8.5,9,4,555508.7064,0.5814607482988545,0.2978675170065644,0.084427024,0.000567476,0.9771729910706467,0.042235285295725136,0.042273842,-0.061681348,5.395502213900727e-05,0.2512074410915375,0.1141614764928817,0.032960381,-3.14E-34
Tx28-L_70-Nb_4-S_90-O_28-ts_100,0,Tx28,70,28,2.8333333333333335,10,9,4,588747.3095,0.5541063945573799,0.3033913945575804,0.099099124,0.000885791,0.9829895089277849,0.038284881,0.060317913,-0.081591629,4.71190845843239e-05,0.2149228900671005,0.1048275977373123,0.034815058,-4.15E-34
Tx28-L_70-Nb_4-S_90-O_35-ts_85,0,Tx28,70,28,3.5,8.5,9,4,555508.7064,0.6074999319723031,0.2887013265303813,0.075481267,0.000516821,1.030658928570604,-0.003398441,0.03815219,-0.065411865,5.664056901366621e-05,0.254336953,0.1101772561669349,0.029718425,-3.33E-34
Tx28-L_70-Nb_4-S_90-O_35-ts_100,0,Tx28,70,28,3.5,10,9,4,588747.3095,0.5777609523804902,0.2963662925167697,0.090758095,0.000831811,1.0371588169634558,-0.007735425,0.057007261439686534,-0.086429946,4.9072209606038086e-05,0.2174042761325836,0.1020131111145019,0.032104786,-4.40E-34
Tx28-L_70-Nb_4-S_120-O_15-ts_85,0,Tx28,70,28,1.5,8.5,12,4,555508.7064,0.6113236734688987,0.2994980612242502,0.054014881,0.000281282,0.8974788504457105,0.1279885742186476,0.004983243,-0.030449871,5.572504163353642e-05,0.2668808996677398,0.1056195423007011,0.018832712,-1.55E-34
Tx28-L_70-Nb_4-S_120-O_15-ts_100,0,Tx28,70,28,1.5,10,12,4,588747.3095,0.5856249659859261,0.30671591836710155,0.069106981,0.000483833,0.898977121,0.12806025390614756,0.016322330147866406,-0.04335897,5.108636977979586e-05,0.2292740941047668,0.097776689,0.022075254,-2.21E-34
Tx28-L_70-Nb_4-S_120-O_21-ts_85,0,Tx28,70,28,2.1666666666666665,8.5,12,4,555508.7064,0.6380083673464284,0.285178707,0.046331633,0.000240463,0.9410119419635329,0.087828481,0.002359059,-0.031198737,5.1879826827416764e-05,0.2693443596363067,0.1001800224184989,0.016276024,-1.59E-34
Tx28-L_70-Nb_4-S_120-O_21-ts_100,0,Tx28,70,28,2.1666666666666665,10,12,4,588747.3095,0.6099121768702604,0.29530846938751887,0.061503975,0.000433648,0.9437861607135307,0.086648277,0.014299979073649273,-0.044733604,5.682367446979697e-05,0.2311270833015442,0.093785487,0.019824451,-2.28E-34
Tx28-L_70-Nb_4-S_120-O_28-ts_85,0,Tx28,70,28,2.8333333333333335,8.5,12,4,555508.7064,0.6645693877545704,0.2709201870746132,0.03852358,0.000201482,0.9842814732134982,0.048399976,-0.000795033,-0.031885683,5.102533461354142e-05,0.2723751962184906,0.094821401,0.013666974,-1.62E-34
Tx28-L_70-Nb_4-S_120-O_28-ts_100,0,Tx28,70,28,2.8333333333333335,10,12,4,588747.3095,0.6342089115641185,0.2839685374147388,0.053735493197235924,0.00038571,0.9880601562492095,0.046588438,0.011352687290727526,-0.046000474,5.6213322906728536e-05,0.2335818111896515,0.089879647,0.017508129,-2.34E-34
Tx28-L_70-Nb_4-S_120-O_35-ts_85,0,Tx28,70,28,3.5,8.5,12,4,555508.7064,0.6904096598633933,0.257041667,0.030777716836710073,0.000163959,1.0274573660706066,0.009043705,-0.003940247,-0.032560066,5.310052993934278e-05,0.275667667,0.089619398,0.01107911,-1.66E-34
Tx28-L_70-Nb_4-S_120-O_35-ts_100,0,Tx28,70,28,3.5,10,12,4,588747.3095,0.6577557823123991,0.2730017006800537,0.046041811224452965,0.00033969,1.0322381696420313,0.006639195,0.008373144,-0.047249686,5.7434026004443695e-05,0.2362761795520782,0.086111218,0.015213008,-2.40E-34
Tx34-L_51-Nb_4-S_60-O_15-ts_85,0,Tx34,51,34,1.5,8.5,6,4,826212.4241,0.5518567217732353,0.30636091887710976,0.089688277,0.000470514,0.9116655943620158,0.1013051662070268,0.042198654,-0.055168701,3.6376912326829824e-05,0.054696444,0.026039019,0.007616321,-2.04E-34
Tx34-L_51-Nb_4-S_60-O_15-ts_100,0,Tx34,51,34,1.5,10,6,4,867548.5747249998,0.5306405228753924,0.3104987184413766,0.10197706010500619,0.000824696,0.906186275,0.11121573414513163,0.054275314,-0.0716766,3.686519357160023e-05,0.047920637,0.024097418,0.007906783,-2.65E-34
Tx34-L_51-Nb_4-S_60-O_20-ts_85,0,Tx34,51,34,2,8.5,6,4,826212.4241,0.5822882224780681,0.29492365115957436,0.079123919,0.000411961,0.9774983915433356,0.042080848843409964,0.039480739,-0.059059072,4.6203572473757504e-05,0.055473901,0.024918219,0.00675443,-2.18E-34
Tx34-L_51-Nb_4-S_60-O_20-ts_100,0,Tx34,51,34,2,10,6,4,867548.5747249998,0.5587600281938372,0.3013011341789208,0.092095316,0.000758072,0.970943398,0.054604708,0.051218850528451675,-0.076766132,3.979488108285523e-05,0.048490915,0.023262247,0.00717279,-2.84E-34
Tx34-L_51-Nb_4-S_60-O_25-ts_85,0,Tx34,51,34,2.5,8.5,6,4,826212.4241,0.6125813148784026,0.2836591375109867,0.068603069,0.000356085,1.0425736825972052,-0.015475292,0.035646618,-0.062744275,3.747554514177409e-05,0.056363359,0.023825731,0.005894381,-2.32E-34
Tx34-L_51-Nb_4-S_60-O_25-ts_100,0,Tx34,51,34,2.5,10,6,4,867548.5747249998,0.5867678456999023,0.2923866782004581,0.082217777,0.00069372,1.0345796568619174,0.000434618,0.046547296262217666,-0.081560662,4.638667794409912e-05,0.049190406,0.02246278,0.006436592,-3.02E-34
Tx34-L_51-Nb_4-S_60-O_30-ts_85,0,Tx34,51,34,3,8.5,6,4,826212.4241,0.6421648724844279,0.2727425349222475,0.058269007112602356,0.000300863,1.1075818780628395,-0.072946251,0.031759002,-0.066393694,4.766841623649043e-05,0.05730506,0.022768278,0.00505036,-2.45E-34
Tx34-L_51-Nb_4-S_60-O_30-ts_100,0,Tx34,51,34,3,10,6,4,867548.5747249998,0.6139928232726088,0.28386361014971523,0.072530918,0.000630066,1.0980790441167687,-0.053496185,0.04171312,-0.086295219,3.857417794961293e-05,0.049947437,0.021698708,0.005714856,-3.19E-34
Tx34-L_51-Nb_4-S_90-O_15-ts_85,0,Tx34,51,34,1.5,8.5,9,4,826212.4241,0.6683638344221232,0.2678882160705277,0.023650448945899315,-1.16E-05,0.94678799,0.084802811,-0.013527054,-0.018063065,3.4545857630519095e-05,0.060997024,0.019720599,0.001580059,-6.67E-35
Tx34-L_51-Nb_4-S_90-O_15-ts_100,0,Tx34,51,34,1.5,10,9,4,867548.5747249998,0.6446001537864893,0.2805146097652504,0.035178348872200484,0.000125426,0.9424336703423833,0.09255913,-0.006477875,-0.028514088,4.266353343496121e-05,0.053545989,0.018946161,0.002307409,-1.05E-34
Tx34-L_51-Nb_4-S_90-O_24-ts_85,0,Tx34,51,34,2.4166666666666665,8.5,9,4,826212.4241,0.7238433294880791,0.23135553633199485,0.009804364,-5.78E-05,1.0371868872540724,-0.005289158,-0.013855189,-0.018041717,4.1931111532278464e-05,0.062579371,0.016782934,0.000591202,-6.66E-35
Tx34-L_51-Nb_4-S_90-O_24-ts_100,0,Tx34,51,34,2.4166666666666665,10,9,4,867548.5747249998,0.6960415224907927,0.2503617518900983,0.020343473663959118,5.3194684736597195e-05,1.0330963541658402,0.00450251,-0.008597698,-0.029000438,3.7078816632174494e-05,0.054818388,0.016707972,0.001344648,-1.07E-34
Tx34-L_51-Nb_4-S_90-O_33-ts_85,0,Tx34,51,34,3.3333333333333335,8.5,9,4,826212.4241,0.7783729975644164,0.19551207868752782,0.000281883,-0.00010138,1.1272358302687062,-0.094688017,-0.014643203,-0.017903788,4.190059397757295e-05,0.064390525,0.013917858,-5.46E-35,-6.61E-35
Tx34-L_51-Nb_4-S_90-O_33-ts_100,0,Tx34,51,34,3.3333333333333335,10,9,4,867548.5747249998,0.7464888504415405,0.22093137254884287,0.005383929,-1.64E-05,1.1231451439941995,-0.082281595,-0.011537596,-0.029325226,3.704829904904727e-05,0.056336243,0.014539422,0.000370807,-1.08E-34
Tx34-L_51-Nb_4-S_90-O_42-ts_85,0,Tx34,51,34,4.25,8.5,9,4,826212.4241,0.8313820325509176,0.1608746155323588,0.000158417,-0.000140843,1.2170749080872616,-0.183882468,-0.015465971,-0.017725636,4.1992146705638334e-05,0.066388115,0.011151133,-5.77E-35,-6.54E-35
