model,skew,girderName,L,D,w_oh,ts,S,Nb,Kg,n_bm1,n_bm2,n_bm3,n_bm4,n_r1,n_r2,n_r3,n_r4,sum_RY,d-G1,d-G2,d-G3,d-G4
Tx70-L_105-Nb_5-S_90-O_17-ts_85-sk_30,30,Tx70,105,70,1.75,8.5,9,5,4423890.432,0.6130560241869623,0.3202235525318678,0.08755359,0,0.9623165922611349,0.24546765252956554,0.030507468377951784,-0.019032594,8.752433005554394e-05,0.195463166,0.085755482,0.023306375,7.966005796333775e-05
Tx70-L_105-Nb_5-S_90-O_26-ts_85-sk_30,30,Tx70,105,70,2.6666666666666665,8.5,9,5,4423890.432,0.6593521390773258,0.3046949659861508,0.071140317,0,1.0280770833325108,0.17753052455342938,0.027874284,-0.024233682,7.781974021270344e-05,0.2011397778987884,0.080746606,0.019029146,0.000102541
Tx70-L_105-Nb_5-S_90-O_35-ts_85-sk_30,30,Tx70,105,70,3.5833333333333335,8.5,9,5,4423890.432,0.7053081783818999,0.28923888133007847,0.054778103,0,1.0913331845229364,0.10762850632431867,0.024525571986587523,-0.029485786,7.971183006816318e-05,0.2069987803697586,0.075808898,0.014781019,0.000124732
Tx70-L_105-Nb_5-S_90-O_45-ts_85-sk_30,30,Tx70,105,70,4.5,8.5,9,5,4423890.432,0.750472139,0.274055147,0.038596376,0,1.1527558779752682,0.035181283,0.020852211216501177,-0.034720761,7.940665429373439e-05,0.2129499316215515,0.070982836,0.010596133,0.000146196
Tx70-L_105-Nb_5-S_120-O_17-ts_85-sk_30,30,Tx70,105,70,1.75,8.5,12,5,4423890.432,0.6875977626600698,0.28317947089924433,0.043406311413419545,0,0.9753133184516006,0.18870669642842045,0.008194832,-0.017495164,8.100119774212544e-05,0.2074875086545944,0.068960495,0.010057897,0.000172429
Tx70-L_105-Nb_5-S_120-O_31-ts_85-sk_30,30,Tx70,105,70,3.1666666666666665,8.5,12,5,4423890.432,0.7593791080870721,0.24580704459541938,0.021461907,0,1.0580398809515346,0.084909933,0.005666069,-0.020924372,8.497611227653579e-05,0.2167099565267563,0.058601618,0.004911158,0.000183249
Tx70-L_105-Nb_5-S_120-O_45-ts_85-sk_30,30,Tx70,105,70,4.583333333333334,8.5,12,5,4423890.432,0.830223976,0.2088215570671043,0.008040574,0,1.148773511903843,-0.022783324,0.00226106,-0.024291648,8.587256616010563e-05,0.226215199,0.048463795,0.000685722,0.000193997
Tx70-L_105-Nb_5-S_120-O_60-ts_85-sk_30,30,Tx70,105,70,6,8.5,12,5,4423890.432,0.899896599,0.1725972335599526,0.004246718,0,1.2742782738085043,-0.134359654,-0.001714286,-0.027614,7.708731833133697e-05,0.2359876632690429,0.03862951,8.388419519178569e-05,0.000204947
Tx70-L_140-Nb_5-S_60-O_17-ts_85-sk_30,30,Tx70,140,70,1.75,8.5,6,5,4423890.432,0.4345992857139381,0.31805738095212654,0.18077862244883497,0.06345006,0.9469741071420996,0.3277415736604521,0.13099234095971662,0.12257021484365194,0.000103271,0.4651301503181457,0.3068621158599853,0.1705415397882461,0.05947971
Tx70-L_140-Nb_5-S_60-O_21-ts_85-sk_30,30,Tx70,140,70,2.1666666666666665,8.5,6,5,4423890.432,0.4497620068023612,0.31752482993171877,0.1775694727889736,0.059503363,0.9808054687492153,0.30551531808011273,0.1272100725445411,0.1181017578124055,0.000113525,0.4689690470695495,0.3056374192237854,0.1671887189149856,0.05579308
Tx70-L_140-Nb_5-S_60-O_25-ts_85-sk_30,30,Tx70,140,70,2.5833333333333335,8.5,6,5,4423890.432,0.4650187755098321,0.3171603401358007,0.17440595238081286,0.055508597,1.0128436383920467,0.2843653459819154,0.12343303571418697,0.1124032784597315,0.000102051,0.4731854200363159,0.3045832812786102,0.1638886928558349,0.052062426
Tx70-L_140-Nb_5-S_60-O_30-ts_85-sk_30,30,Tx70,140,70,3,8.5,6,5,4423890.432,0.48002176870709895,0.3168293537412431,0.17130022108829834,0.051598048,1.0442954241063074,0.2627202287944327,0.11976540178561847,0.10651026785705764,0.000102661,0.4774210751056671,0.3035693168640136,0.1606514751911163,0.048423044
Tx70-L_140-Nb_5-S_90-O_17-ts_85-sk_30,30,Tx70,140,70,1.75,8.5,9,5,4423890.432,0.5327137074825671,0.33939812925142915,0.13841773809512736,0.010896444515297405,0.9369183035706791,0.31503889508903365,0.063342494,0.003961999,0.0001073,0.5279620885848999,0.2881120145320892,0.1160507351160049,0.009463563
Tx70-L_140-Nb_5-S_90-O_26-ts_85-sk_30,30,Tx70,140,70,2.6666666666666665,8.5,9,5,4423890.432,0.5675208843532875,0.3334748979589169,0.12744935374139466,0.005949894,0.9939998883920618,0.2674938058033574,0.061764907,-0.008910956,0.000105163,0.5383967161178589,0.2811945974826813,0.1068811118602752,0.004280661
Tx70-L_140-Nb_5-S_90-O_35-ts_85-sk_30,30,Tx70,140,70,3.5833333333333335,8.5,9,5,4423890.432,0.6017360544212873,0.32772846938749295,0.11656874999990674,0.001580697,1.048754575892018,0.2190500837051819,0.059586496,-0.022398943,9.948719269914363e-05,0.5493492484092712,0.2745042741298675,0.097827144,1.3678596587851644e-05
Tx70-L_140-Nb_5-S_90-O_45-ts_85-sk_30,30,Tx70,140,70,4.5,8.5,9,5,4423890.432,0.6350080272103763,0.32218792516981026,0.10586320578222823,0.000602092,1.1021492187491182,0.16860467354897227,0.0571851,-0.029669116,9.179676300163919e-05,0.560508668,0.2680408060550689,0.088952854,4.618736420525238e-05
Tx70-L_140-Nb_5-S_120-O_17-ts_85-sk_30,30,Tx70,140,70,1.75,8.5,12,5,4423890.432,0.6053688435369307,0.32820680272082586,0.091415527,0,0.9457896205349575,0.27987499999977605,0.033904847935240734,-0.017880076,9.875477078935546e-05,0.5657396912574768,0.2547482848167419,0.071424954,0.000232202
Tx70-L_140-Nb_5-S_120-O_31-ts_85-sk_30,30,Tx70,140,70,3.1666666666666665,8.5,12,5,4423890.432,0.6601057142851862,0.31091772108818666,0.072051361,0,1.0185366071420423,0.20803989955340496,0.029947544642833182,-0.023774229,0.000104553,0.5843387246131897,0.238582358,0.056995701,0.000306867
Tx70-L_140-Nb_5-S_120-O_45-ts_85-sk_30,30,Tx70,140,70,4.583333333333334,8.5,12,5,4423890.432,0.7135923129245992,0.293987551,0.052874506802678786,0,1.0883737723205578,0.13348416573650035,0.025329345703104737,-0.029764094,0.000107422,0.6037439703941345,0.2228845506906509,0.042771671,0.000380812
Tx70-L_140-Nb_5-S_120-O_60-ts_85-sk_30,30,Tx70,140,70,6,8.5,12,5,4423890.432,0.7657218367340812,0.2776043197276691,0.034004851190448986,0,1.1559054687490753,0.055781173,0.020384982,-0.035770194,8.892811064242778e-05,0.6237615942955017,0.2077721357345581,0.028839631,0.000454207
Tx70-L_175-Nb_5-S_60-O_17-ts_85-sk_30,30,Tx70,175,70,1.75,8.5,6,5,4423890.432,0.38147056326500095,0.29971056326506634,0.19238138775494815,0.091826177,0.9724408035706505,0.34381542410686783,0.1673795870534375,0.21076689732125994,0.000116333,0.9929413795471193,0.7068754434585571,0.4439067542552948,0.2096344232559204
Tx70-L_175-Nb_5-S_60-O_21-ts_85-sk_30,30,Tx70,175,70,2.1666666666666665,8.5,6,5,4423890.432,0.3939270530609093,0.29962309659839975,0.19019443809508593,0.088282014,1.0044578571420535,0.3259306026783107,0.16485481026772525,0.21013727678554617,0.000134643,0.9990144371986388,0.7054302096366882,0.4380196034908294,0.2013738006353378
Tx70-L_175-Nb_5-S_60-O_25-ts_85-sk_30,30,Tx70,175,70,2.5833333333333335,8.5,6,5,4423890.432,0.40649817687042306,0.29975632108819555,0.18807336054406723,0.084652827,1.0345883035706007,0.3095636383926095,0.16247613839272715,0.20780725446411946,0.000118164,1.0060454607009888,0.7044897675514221,0.4322879314422607,0.1929412335157394
Tx70-L_175-Nb_5-S_60-O_30-ts_85-sk_30,30,Tx70,175,70,3,8.5,6,5,4423890.432,0.4188351999996649,0.2999310585031614,0.18601092789100765,0.081100702,1.0641915178562915,0.2928460491069086,0.16019468749987184,0.2052376562498358,0.000114258,1.0131412744522097,0.7036563754081726,0.4267115890979767,0.184715137
Tx70-L_175-Nb_5-S_90-O_17-ts_85-sk_30,30,Tx70,175,70,1.75,8.5,9,5,4423890.432,0.4720796299315951,0.33690039727864207,0.16946384761891203,0.039193012244866605,0.9337215178563959,0.3505451116068624,0.10175960937491858,0.070291306,0.000119263,1.136109471321106,0.6996593475341797,0.3447232246398926,0.079328552
Tx70-L_175-Nb_5-S_90-O_26-ts_85-sk_30,30,Tx70,175,70,2.6666666666666665,8.5,9,5,4423890.432,0.5000913414961986,0.3347168217684397,0.16247641904748905,0.033039584,0.9851018749992119,0.3139197767854631,0.094772009,0.059661707589237986,0.00012146,1.152342677116394,0.6916073560714722,0.3297953009605407,0.067020878
Tx70-L_175-Nb_5-S_90-O_35-ts_85-sk_30,30,Tx70,175,70,3.5833333333333335,8.5,9,5,4423890.432,0.5274452897954964,0.33278293333306713,0.15562146394545373,0.027481605,1.0342011607134582,0.2771399999997783,0.087956551,0.047977410714247326,0.000114746,1.1697548627853394,0.6841780543327332,0.3152097761631012,0.054870486
Tx70-L_175-Nb_5-S_90-O_45-ts_85-sk_30,30,Tx70,175,70,4.5,8.5,9,5,4423890.432,0.5538230857138425,0.331011461,0.14893764353729583,0.022400654421750786,1.0822097321419912,0.23871770089266617,0.081551362,0.036114127,0.000112549,1.1875288486480713,0.6771591305732727,0.3010292649269104,0.043133292
Tx70-L_175-Nb_5-S_120-O_17-ts_85-sk_30,30,Tx70,175,70,1.75,8.5,12,5,4423890.432,0.5418492517002468,0.3434150312922422,0.1327682938774448,0.004904445,0.9285305357135428,0.3334626562497332,0.059006529,-0.003697845,0.000117432,1.2258481979370115,0.653551459,0.2505778670310974,0.008987148
Tx70-L_175-Nb_5-S_120-O_31-ts_85-sk_30,30,Tx70,175,70,3.1666666666666665,8.5,12,5,4423890.432,0.585418971,0.33543340408136424,0.11872013061214992,0.000166639,0.9936234821420623,0.2795686830354906,0.05630466,-0.018892853,0.000116882,1.2557896375656128,0.6328546404838562,0.2246066480875015,2.7589567253016867e-05
Tx70-L_175-Nb_5-S_120-O_45-ts_85-sk_30,30,Tx70,175,70,4.583333333333334,8.5,12,5,4423890.432,0.6275367619042598,0.327842177,0.1048792707482154,0.000159222,1.0561195535705836,0.22386185267839234,0.053043437,-0.026658817,0.000109863,1.2874995470046997,0.6131685972213745,0.1991562396287918,0.000190013
Tx70-L_175-Nb_5-S_120-O_60-ts_85-sk_30,30,Tx70,175,70,6,8.5,12,5,4423890.432,0.6681684897953838,0.32069871,0.091329045,0.000152193,1.116805178570535,0.1655509821427247,0.049537410714246076,-0.032828432,0.000104248,1.320432186126709,0.5945525169372559,0.1743597090244293,0.000369218
Tx84-L_126-Nb_5-S_60-O_24-ts_85-sk_30,30,Tx84,126,84,2.4166666666666665,8.5,6,5,8144494.2596499985,0.49496426471783694,0.3224589527166313,0.16281554967653053,0.040672462,0.9910715525785723,0.2675044642855003,0.095394741,0.059035617,0.000101807,0.1915481835603714,0.1166451573371887,0.057579774,0.014364908
Tx84-L_126-Nb_5-S_60-O_26-ts_85-sk_30,30,Tx84,126,84,2.611111111111111,8.5,6,5,8144494.2596499985,0.5023550012593613,0.32219385655470983,0.16101440329205224,0.038724093,1.007273127479353,0.25564408172102565,0.092980004,0.056122361,9.99754851278567e-05,0.1926165968179702,0.1164149567484855,0.056887072,0.013674758
Tx84-L_126-Nb_5-S_60-O_28-ts_85-sk_30,30,Tx84,126,84,2.8055555555555554,8.5,6,5,8144494.2596499985,0.509824977,0.32195366171134066,0.15920825984702136,0.036757054673691926,1.022992993550769,0.2441135447666698,0.090514214,0.052948746,0.000103516,0.1937236934900283,0.1161963194608688,0.056193747,0.012977306
Tx84-L_126-Nb_5-S_60-O_30-ts_85-sk_30,30,Tx84,126,84,3,8.5,6,5,8144494.2596499985,0.517327748,0.32172180230090996,0.15740393256055266,0.034997850529072526,1.0384422123007566,0.23265190972203612,0.088033908,0.049661319,9.197987964171261e-05,0.1948445290327072,0.1159820109605789,0.055501956,0.012281276
Tx84-L_126-Nb_5-S_90-O_24-ts_85-sk_30,30,Tx84,126,84,2.4166666666666665,8.5,9,5,8144494.2596499985,0.6079267657675492,0.32146714117720143,0.099394285,2.7028481145523013e-05,1.0040780629952286,0.21645103236589827,0.044384704,-0.022867862,9.835805350633109e-05,0.2224204987287521,0.1029718294739723,0.031688262,4.208014797768556e-05
Tx84-L_126-Nb_5-S_90-O_31-ts_85-sk_30,30,Tx84,126,84,3.111111111111111,8.5,9,5,8144494.2596499985,0.6376403376160179,0.3137354077430933,0.088786638,2.5825144872743258e-05,1.0526321924594753,0.16836673797109547,0.043520515562961215,-0.027596362,7.727040699023746e-05,0.2270760983228683,0.099817134,0.028346442,7.156627543736249e-05
Tx84-L_126-Nb_5-S_90-O_38-ts_85-sk_30,30,Tx84,126,84,3.805555555555555,8.5,9,5,8144494.2596499985,0.667409885,0.30594074913891706,0.078153969,2.4585065507664884e-05,1.0997372271816601,0.11956122891855515,0.042143528,-0.032365684,0.000118896,0.2318109571933746,0.096665926,0.025005193,0.000100587
Tx84-L_126-Nb_5-S_90-O_45-ts_85-sk_30,30,Tx84,126,84,4.5,8.5,9,5,8144494.2596499985,0.6969349542280475,0.2981740152848878,0.067580105,2.3308243050287895e-05,1.145911582340353,0.069428936,0.040561228918618346,-0.037105996,9.350575858491084e-05,0.2365431636571884,0.093537681,0.021691319,0.00012884
Tx84-L_126-Nb_5-S_120-O_24-ts_85-sk_30,30,Tx84,126,84,2.4166666666666665,8.5,12,5,8144494.2596499985,0.685132191,0.2895561014526952,0.052107945956118555,0,1.0085156249991931,0.16673037574391425,0.015000862,-0.023005173,9.628285822316229e-05,0.239556536,0.084749192,0.015156645,0.000172486
Tx84-L_126-Nb_5-S_120-O_36-ts_85-sk_30,30,Tx84,126,84,3.6111111111111107,8.5,12,5,8144494.2596499985,0.7382252456532264,0.2652513017550578,0.034415367535875714,0,1.0774112103165985,0.085159978,0.013483656141482269,-0.027150298,8.469380786380043e-05,0.2481362670660019,0.076463476,0.010077494,0.00019266
Tx84-L_126-Nb_5-S_120-O_48-ts_85-sk_30,30,Tx84,126,84,4.8055555555555545,8.5,12,5,8144494.2596499985,0.7911658688160295,0.2409216007388683,0.016787643298046533,0,1.1440897817451166,0.001175888,0.011303222656240957,-0.031229971,0.000113762,0.2568120658397674,0.068241924,0.005081333,0.0002122
Tx84-L_126-Nb_5-S_120-O_60-ts_85-sk_30,30,Tx84,126,84,6,8.5,12,5,8144494.2596499985,0.8436680943975782,0.21680349794221337,0.008215945,0,1.2253526785704485,-0.085377046,0.008702255,-0.035254503,9.584798267781025e-05,0.265552819,0.060145348,0.000917988,0.000231251
Tx84-L_168-Nb_5-S_60-O_24-ts_85-sk_30,30,Tx84,168,84,2.4166666666666665,8.5,6,5,8144494.2596499985,0.4187051681780475,0.3048659297049715,0.1858606386997757,0.078297784,1.0045498511896724,0.30174972098190145,0.15357669503335927,0.17177314685626138,0.000124237,0.5061634182929993,0.3479816317558288,0.2074171304702758,0.086629122
Tx84-L_168-Nb_5-S_60-O_26-ts_85-sk_30,30,Tx84,168,84,2.611111111111111,8.5,6,5,8144494.2596499985,0.4243322467872644,0.3050160383595443,0.18486892951610304,0.076629878,1.019349981397994,0.2929932105652418,0.1521828264507711,0.170773589,0.000121704,0.5081955194473267,0.3478949069976806,0.2061292380094528,0.084740229
Tx84-L_168-Nb_5-S_60-O_28-ts_85-sk_30,30,Tx84,168,84,2.8055555555555554,8.5,6,5,8144494.2596499985,0.430042611,0.3052199074071632,0.1838850269272905,0.074927863,1.0336229538682207,0.2847330031619746,0.1507932942707127,0.16933685593364428,0.000138885,0.5103588700294495,0.3478684425354004,0.2048499137163162,0.082814433
Tx84-L_168-Nb_5-S_60-O_30-ts_85-sk_30,30,Tx84,168,84,3,8.5,6,5,8144494.2596499985,0.43578250188929607,0.30544619236559084,0.18290902541557552,0.073221514,1.0476181175586856,0.2766326729908501,0.1494073079425888,0.16771666899168128,0.00011972,0.5125717520713806,0.34786734,0.2035809308290481,0.08088547
Tx84-L_168-Nb_5-S_90-O_24-ts_85-sk_30,30,Tx84,168,84,2.4166666666666665,8.5,9,5,8144494.2596499985,0.5215086451242993,0.33367172146609736,0.14867176870736404,0.022734744,0.979142206,0.28525825427804563,0.078445783,0.026685547,0.000123901,0.5942028164863586,0.3388561308383941,0.1489787846803665,0.023151478
Tx84-L_168-Nb_5-S_90-O_31-ts_85-sk_30,30,Tx84,168,84,3.111111111111111,8.5,9,5,8144494.2596499985,0.5436756424787789,0.33129929610706677,0.14217473308756579,0.017876899978727195,1.0212770647313258,0.2511921502974181,0.078399711,0.017233271,0.000115967,0.6029716730117798,0.3350382447242737,0.1423299610614776,0.018278535
Tx84-L_168-Nb_5-S_90-O_38-ts_85-sk_30,30,Tx84,168,84,3.805555555555555,8.5,9,5,8144494.2596499985,0.5657829270592601,0.32896683673443067,0.13569333427804714,0.013594340513972495,1.0619773995527217,0.21704987444179064,0.07791369,0.00728015,0.000146606,0.611987829,0.3312915861606598,0.1357179582118988,0.013456888
Tx84-L_168-Nb_5-S_90-O_45-ts_85-sk_30,30,Tx84,168,84,4.5,8.5,9,5,8144494.2596499985,0.5875632558574285,0.32665941515468955,0.12927830924025938,0.010222440712387891,1.1019665178562612,0.18188013857872354,0.077279018,-0.002797767,0.000119934,0.6209865808486938,0.3275876045227051,0.1291880458593368,0.008779005
Tx84-L_168-Nb_5-S_120-O_24-ts_85-sk_30,30,Tx84,168,84,2.4166666666666665,8.5,12,5,8144494.2596499985,0.5980028344666417,0.3297764550261912,0.10331952711631946,8.451731386992483e-06,0.9764025297611236,0.2588736049105072,0.04444127,-0.021147211,0.000125732,0.6489604115486145,0.3074851632118225,0.096788041,0.000131866
Tx84-L_168-Nb_5-S_120-O_36-ts_85-sk_30,30,Tx84,168,84,3.6111111111111107,8.5,12,5,8144494.2596499985,0.6379659391529288,0.31946863189694774,0.089133515,7.784450585783644e-06,1.0366631324396467,0.20207840401769545,0.042349232,-0.026978391,0.000100098,0.6660140752792358,0.2953351438045501,0.083980054,0.000220857
Tx84-L_168-Nb_5-S_120-O_48-ts_85-sk_30,30,Tx84,168,84,4.8055555555555545,8.5,12,5,8144494.2596499985,0.6775051020402743,0.3092137424411736,0.075006224,7.102406934990538e-06,1.095026599701505,0.14372294689348622,0.039730817522289644,-0.032867449,0.00012854,0.6833970546722412,0.283334345,0.071268789,0.000308076
Tx84-L_168-Nb_5-S_120-O_60-ts_85-sk_30,30,Tx84,168,84,6,8.5,12,5,8144494.2596499985,0.7164055177620875,0.29912372448955665,0.061019864890351785,6.407076719571594e-06,1.151963541665745,0.083323045,0.036849961,-0.038734997,0.000113525,0.7009455561637878,0.2715651094913482,0.05872792,0.000393316
Tx84-L_210-Nb_5-S_60-O_24-ts_85-sk_30,30,Tx84,210,84,2.4166666666666665,8.5,6,5,8144494.2596499985,0.3662230687827758,0.2841160695386994,0.1930954195009793,0.1053091458804902,1.0380087797610744,0.31738456101165086,0.1849843005950901,0.26053629092241065,0.000146728,1.0760867595672607,0.7930999994277954,0.5280380249023438,0.2844212055206299
Tx84-L_210-Nb_5-S_60-O_26-ts_85-sk_30,30,Tx84,210,84,2.611111111111111,8.5,6,5,8144494.2596499985,0.3708039002264607,0.2842737717306872,0.19237151927422252,0.10385244897950875,1.052303943451539,0.3103169084818946,0.1840753348212813,0.2612556919640767,0.000169922,1.079421877861023,0.7931151986122131,0.5256688594818115,0.2803143262863159
Tx84-L_210-Nb_5-S_60-O_28-ts_85-sk_30,30,Tx84,210,84,2.8055555555555554,8.5,6,5,8144494.2596499985,0.3754702645499642,0.2844953590322743,0.1916589115644725,0.10235386243378056,1.0660412202372422,0.3038637276783283,0.18321171874985342,0.2614076264878861,0.000156494,1.0830843448638916,0.7932969927787781,0.5233272314071655,0.276100606
Tx84-L_210-Nb_5-S_60-O_30-ts_85-sk_30,30,Tx84,210,84,3,8.5,6,5,8144494.2596499985,0.3801665608462567,0.28474515495064145,0.1909559183671942,0.10084628873763662,1.0794958333324698,0.2976326822914286,0.18236543898794935,0.2613281994045529,0.000156006,1.086877942085266,0.7935531735420227,0.5210120677947998,0.2718692421913147
Tx84-L_210-Nb_5-S_90-O_24-ts_85-sk_30,30,Tx84,210,84,2.4166666666666665,8.5,9,5,8144494.2596499985,0.45820269085375287,0.3261071806497769,0.17561821617521853,0.052783526077055276,0.9805921874992155,0.3200479910711725,0.1136478050594329,0.10596069568443904,0.000133972,1.2688367366790771,0.8103996515274048,0.4275446236133575,0.1278802156448364
Tx84-L_210-Nb_5-S_90-O_31-ts_85-sk_30,30,Tx84,210,84,3.111111111108333,8.5,9,5,8144494.2596499985,0.4760068329550236,0.32564559334818993,0.1716155857897342,0.048086031745993275,1.0188146577372803,0.2936139322914318,0.11032344680050699,0.099207933,0.000132324,1.283137559890747,0.8067544102668762,0.4169444739818573,0.1167313084006309
Tx84-L_210-Nb_5-S_90-O_38-ts_85-sk_30,30,Tx84,210,84,3.8055555555583336,8.5,9,5,8144494.2596499985,0.49373115646219007,0.325290461,0.16766105820092406,0.043408027,1.0555860119039173,0.2675425223212145,0.10704706101181913,0.091646317,0.000156006,1.2980718612670898,0.8034031391143799,0.4064950048923492,0.1056505218148231
Tx84-L_210-Nb_5-S_90-O_45-ts_85-sk_30,30,Tx84,210,84,4.5,8.5,9,5,8144494.2596499985,0.5111170370366281,0.3249607256233228,0.16377442176857646,0.039238246409643594,1.0917674107134123,0.2406323288688551,0.10399143415170252,0.083926386,0.000123535,1.3129690885543823,0.8001341819763184,0.3962409794330597,0.094877787
Tx84-L_210-Nb_5-S_120-O_24-ts_85-sk_30,30,Tx84,210,84,2.4166666666666665,8.5,12,5,8144494.2596499985,0.5310026303850627,0.339923568,0.14301484504901635,0.014528679138310371,0.9601109374992319,0.31039454985094217,0.070567457,0.015282068452368725,0.000145019,1.3974627256393433,0.7770090699195862,0.3238971531391144,0.033730555
Tx84-L_210-Nb_5-S_120-O_36-ts_85-sk_30,30,Tx84,210,84,3.611111111108333,8.5,12,5,8144494.2596499985,0.5627378987145913,0.3357112320481063,0.13326264550253888,0.009109221,1.0139652529753793,0.2673918898807385,0.069539802,0.002577164,0.000153198,1.4252721071243286,0.76254034,0.3018697798252105,0.019539071
Tx84-L_210-Nb_5-S_120-O_48-ts_85-sk_30,30,Tx84,210,84,4.805555555558334,8.5,12,5,8144494.2596499985,0.5939142554794946,0.33161596371855556,0.12360098261516944,0.005047959,1.066065773808671,0.22344970238077363,0.068062733,-0.010601983,0.000125976,1.453869104385376,0.7484696507453918,0.2801316678524017,0.005909949
Tx84-L_210-Nb_5-S_120-O_60-ts_85-sk_30,30,Tx84,210,84,6,8.5,12,5,8144494.2596499985,0.624351504,0.3276592894933131,0.11408488284193444,0.00234195,1.1170276041657732,0.17782576264866728,0.066382752,-0.023914479,0.00012793,1.4827855825424194,0.7348147034645081,0.2587903141975403,2.104826382631764e-11
Tx28-L_42-Nb_6-S_60-O_15-ts_85-sk_30,30,Tx28,42,28,1.5,8.5,6,6,555508.7064,0.5260332105060039,0.2800508078229052,0.083543415,0.015916994401914703,1.0253904389872748,0.2626064220608018,0.026486912,-0.007713359,3.240772701929018e-05,0.035046596,0.014962545,0.004469339,0.000783023
Tx28-L_42-Nb_6-S_60-O_20-ts_85-sk_30,30,Tx28,42,28,2,8.5,6,6,555508.7064,0.5596561791378742,0.26804539871482713,0.072742607,0.012291920587669682,1.0761462053562818,0.19432566034210647,0.028634660993280665,-0.009923824,3.61213348014644e-05,0.035743937,0.014171689,0.003912945,0.000578188
Tx28-L_42-Nb_6-S_60-O_25-ts_85-sk_30,30,Tx28,42,28,2.5,8.5,6,6,555508.7064,0.5930949074069328,0.2561852088055396,0.062496959,0.008836214,1.1242111235110053,0.12471765717995975,0.030014537992907535,-0.012056341,3.556725003761585e-05,0.036524009,0.013404769,0.003363436,0.000375919
Tx28-L_42-Nb_6-S_60-O_30-ts_85-sk_30,30,Tx28,42,28,3,8.5,6,6,555508.7064,0.6257911470138607,0.24470809712754418,0.052644688,0.005433595,1.1704983258919208,0.05327238,0.031057942708308486,-0.014138474,3.574177243592658e-05,0.037345789,0.012670191,0.002828898,0.000183948
Tx28-L_42-Nb_6-S_90-O_15-ts_85-sk_30,30,Tx28,42,28,1.5,8.5,9,6,555508.7064,0.6561785714280465,0.2343819916853756,0.024870099,0,1.0027194010408644,0.18776943824389739,0.009201522,-0.004356112,3.1536366705609e-05,0.0405339,0.010443622,0.001042069,3.304495839984156e-05
Tx28-L_42-Nb_6-S_90-O_21-ts_85-sk_30,30,Tx28,42,28,2.1666666666666665,8.5,9,6,555508.7064,0.7002034674975502,0.2069192885485873,0.018258105,0,1.0469556361598766,0.10674789574024197,0.012384759812118068,-0.005195347,3.107034779503692e-05,0.041301925,0.008962944,0.000686418,3.5734341508941725e-05
Tx28-L_42-Nb_6-S_90-O_28-ts_85-sk_30,30,Tx28,42,28,2.8333333333333335,8.5,9,6,555508.7064,0.7436105442170922,0.1799556405894252,0.01382617,0,1.089060639880081,0.02399859,0.015051404680512512,-0.005970493,3.291681029082838e-05,0.04219877,0.007531065,0.000377947,3.826399188255891e-05
Tx28-L_42-Nb_6-S_90-O_35-ts_85-sk_30,30,Tx28,42,28,3.5,8.5,9,6,555508.7064,0.7858438208610492,0.15393998,0.01117226,0,1.1532449776776488,-0.060224534,0.017436848958319384,-0.005857835,3.3767070547696676e-05,0.043188591,0.006162529,0.000145666,4.058976628584787e-05
Tx28-L_42-Nb_6-S_120-O_15-ts_85-sk_30,30,Tx28,42,28,1.5,8.5,12,6,555508.7064,0.7468428760387071,0.1651192365833902,0.007894747,0,0.9970567336301547,0.11991491117921954,0.002546193,-0.000691758,3.355472899357892e-05,0.0439918,0.006507481,1.3617206604976673e-05,2.735557609412353e-05
Tx28-L_42-Nb_6-S_120-O_21-ts_85-sk_30,30,Tx28,42,28,2.1666666666666665,8.5,12,6,555508.7064,0.7860607520779803,0.13539166430450242,0.007218247,0,1.0281547619039393,0.049548154,0.006336068,-3.00E-05,3.3149089595951864e-05,0.044435725,0.004992387,1.7252081306651235e-05,2.6140050977119245e-05
Tx28-L_42-Nb_6-S_120-O_28-ts_85-sk_30,30,Tx28,42,28,2.8333333333333335,8.5,12,6,555508.7064,0.8246284013598846,0.10629006046854686,0.00645694,0,1.0818168712788965,-0.021853551,0.009844769,0.000579453,3.253671146552506e-05,0.045024179,0.003532766,2.349403985135723e-05,2.4926241167122495e-05
Tx28-L_42-Nb_6-S_120-O_35-ts_85-sk_30,30,Tx28,42,28,3.5,8.5,12,6,555508.7064,0.8621514550257653,0.078166596,0.005681577,0,1.151463169641936,-0.093924671,0.013174063546306423,0.001126788,3.293141341487171e-05,0.04572776,0.002154211,3.098095839959569e-05,2.3728751330054365e-05
Tx28-L_56-Nb_6-S_60-O_15-ts_85-sk_30,30,Tx28,56,28,1.5,8.5,6,6,555508.7064,0.4419880420914831,0.28852168367323855,0.1302392511691135,0.045426671,1.0377536969857768,0.3314571010041991,0.048319938,-0.00644219,4.275508215556556e-05,0.091731288,0.049890824,0.022011923,0.007637106
Tx28-L_56-Nb_6-S_60-O_20-ts_85-sk_30,30,Tx28,56,28,2,8.5,6,6,555508.7064,0.4677581845234353,0.28358928571405884,0.12274362244888139,0.040750215906642566,1.0851034458696676,0.2809350934707574,0.041571703,-0.009351072,4.8751786252410056e-05,0.093139954,0.048759125,0.02072119,0.006873541
